State,Year,wnhm,bnhm,ainhm,asnhm,pinhm,whm,bhm,aihm,ashm,pihm,wnhf,bnhf,ainhf,asnhf,pinhf,whf,bhf,aihf,ashf,pihf
Illinois,2009,"4,149,561","913,559","29,421","300,819","5,734","989,013","31,171","16,691","7,686","3,033","4,314,607","1,030,512","31,254","311,578","5,926","888,946","31,591","14,648","7,806","2,879"
Indiana,2009,"2,643,582","294,220","20,176","53,733","2,392","176,860","8,368","3,942","2,176","1,028","2,739,572","318,378","20,119","54,953","2,425","151,574","7,944","3,543","1,727",752
Iowa,2009,"1,341,834","48,972","10,010","27,969","1,448","67,625","2,884","2,051",766,255,"1,389,328","46,251","10,263","29,529","1,409","58,167","2,668","1,863",678,216
Kansas,2009,"1,130,075","93,804","22,390","36,641","1,843","130,975","5,507","4,227","1,294",513,"1,166,400","92,069","23,235","37,282","1,759","115,657","5,346","3,577","1,123",458
Kentucky,2009,"1,860,501","174,947","13,232","26,742","2,037","58,444","4,306","1,528",947,462,"1,945,896","180,631","13,707","27,896","1,912","46,375","3,762","1,210",845,329
Louisiana,2009,"1,374,450","686,187","22,364","38,253","1,885","77,378","7,140","2,135","1,199",441,"1,425,044","766,217","22,672","39,241","1,973","68,031","7,302","2,039","1,112",350
Maine,2009,"616,488","10,264","6,895","7,427",444,"8,370",581,286,162,50,"647,961","8,225","7,281","8,914",499,"8,329",564,349,147,64
Maryland,2009,"1,617,623","795,183","18,217","156,744","3,528","190,363","23,397","5,147","3,439","1,304","1,692,197","905,620","20,076","168,833","3,885","167,806","22,216","4,522","3,243","1,056"
Massachusetts,2009,"2,543,621","212,274","16,849","175,007","4,222","250,884","44,166","5,612","2,678","1,724","2,714,823","222,102","17,978","184,983","4,353","242,894","45,131","5,214","2,810","1,896"
Michigan,2009,"3,871,233","691,668","56,150","136,343","3,849","202,400","13,131","6,922","2,783","1,169","3,974,756","770,655","58,730","136,631","4,001","183,091","13,488","6,533","2,568","1,018"
Minnesota,2009,"2,243,203","142,128","41,318","108,849","4,107","108,683","7,942","5,698","2,039",692,"2,293,587","130,991","42,874","110,557","3,559","93,606","7,402","5,240","1,787",523
Mississippi,2009,"853,597","520,503","11,695","15,596","1,330","37,396","3,713","1,188",595,335,"888,395","583,847","12,392","17,073","1,263","27,934","3,539",910,590,200
Missouri,2009,"2,437,819","336,253","31,482","52,031","4,380","99,046","5,796","3,493","1,316",607,"2,538,768","377,726","32,218","56,672","4,185","88,563","5,882","3,075","1,279",550
Montana,2009,"435,226","4,902","35,554","4,523",709,"13,802",597,"1,406",188,59,"434,479","4,002","36,002","5,554",739,"13,024",610,"1,437",216,74
Nebraska,2009,"747,765","44,612","11,209","17,374","1,160","75,202","2,969","2,901",763,360,"771,407","44,054","11,708","18,491","1,118","64,646","2,718","2,688",751,293
Nevada,2009,"775,840","107,909","21,485","91,609","11,343","349,893","12,761","8,621","4,872","2,322","753,170","108,748","22,335","106,659","11,501","307,750","12,708","7,842","5,131","2,258"
New Hampshire,2009,"610,272","10,976","4,374","14,866",467,"17,468","1,334",500,232,76,"631,517","9,559","4,265","15,283",492,"16,284","1,268",432,197,69
New Jersey,2009,"2,631,830","565,918","18,974","356,148","4,814","665,620","69,456","12,665","6,797","3,177","2,771,217","626,562","19,670","361,019","4,802","634,990","68,986","11,442","7,026","2,524"
New Mexico,2009,"414,304","27,979","90,386","15,664","1,485","435,699","10,345","14,476","3,325","1,207","431,256","24,605","96,470","18,419","1,506","433,550","11,053","14,273","3,296","1,187"
New York,2009,"5,795,791","1,401,662","61,627","722,775","12,408","1,359,976","255,715","33,576","16,109","7,433","6,097,863","1,608,698","66,958","746,749","13,371","1,348,838","280,370","32,553","16,483","7,490"
North Carolina,2009,"3,106,479","959,372","69,762","107,167","5,584","367,272","23,322","9,007","3,925","1,825","3,251,659","1,086,499","73,967","111,875","5,504","292,961","21,001","7,082","3,454","1,524"
North Dakota,2009,"292,815","5,261","19,369","3,552",339,"6,825",367,633,120,14,"290,843","3,942","20,137","3,570",322,"6,173",370,601,103,17
Ohio,2009,"4,702,032","692,443","36,308","104,925","3,946","152,320","15,165","4,576","2,021","1,178","4,920,502","762,465","38,484","108,991","3,890","138,449","15,685","4,384","2,083",858
Oklahoma,2009,"1,344,764","155,611","192,877","36,626","3,389","145,634","7,065","11,254","1,829",909,"1,397,959","157,949","201,316","38,255","2,882","127,272","6,809","9,924","1,554",687
Oregon,2009,"1,535,824","46,751","40,589","80,377","9,719","213,319","6,727","12,089","2,975","1,412","1,592,495","42,688","42,441","91,006","9,731","184,923","6,143","9,024","2,623","1,247"
Pennsylvania,2009,"5,013,040","656,084","25,626","170,017","4,753","290,754","39,562","6,769","3,915","1,810","5,291,981","721,638","27,327","175,826","4,713","268,469","40,576","6,940","3,697","1,686"
Rhode Island,2009,"402,351","30,835","4,512","15,794",746,"55,351","8,356","1,478",601,600,"433,335","30,714","4,811","16,829",788,"54,155","8,190","1,523",670,501
South Carolina,2009,"1,468,453","608,615","16,491","34,078","2,399","103,595","9,202","2,553","1,808",954,"1,531,494","687,091","16,860","37,363","2,375","79,836","9,059","2,068","1,460",738
South Dakota,2009,"351,264","6,966","36,000","4,689",417,"10,662",492,"1,506",113,99,"353,798","5,118","37,183","4,912",384,"9,165",507,"1,516",118,47
Tennessee,2009,"2,381,271","503,613","22,268","49,716","2,707","131,201","10,543","3,390","1,874",993,"2,499,375","569,267","22,725","53,054","3,038","104,248","9,839","2,895","1,819",670
Texas,2009,"5,832,426","1,408,711","94,446","470,473","16,971","4,538,001","95,719","66,591","26,854","10,511","5,994,730","1,509,845","97,974","481,490","17,048","4,294,288","96,666","61,633","26,268","9,690"
Utah,2009,"1,149,232","21,562","21,763","34,601","15,058","171,883","5,090","5,121","1,837","1,034","1,151,133","18,435","22,364","38,301","14,398","152,568","4,932","4,431","1,754",924
Vermont,2009,"293,712","3,996","3,113","4,177",158,"4,311",224,156,51,29,"303,315","3,493","3,139","4,803",196,"4,301",228,149,66,30
Virginia,2009,"2,626,764","764,687","26,929","215,164","6,011","275,450","21,732","5,994","4,603","1,676","2,711,539","833,036","28,155","230,548","6,313","242,064","21,414","5,335","4,672","1,580"
Washington,2009,"2,551,833","154,539","78,286","254,994","25,911","334,413","15,059","15,424","7,950","3,185","2,588,896","136,827","79,949","284,355","25,240","293,764","14,515","14,412","7,998","3,227"
West Virginia,2009,"838,532","37,775","5,556","7,444",491,"10,705",595,221,129,92,"875,754","36,133","5,775","7,880",512,"10,444",578,219,118,60
Wisconsin,2009,"2,398,288","178,313","35,828","68,081","2,729","148,175","7,368","5,114","1,354",501,"2,443,821","187,413","36,456","69,049","2,750","129,196","7,511","4,937","1,315",415
Wyoming,2009,"241,820","4,420","8,423","2,879",435,"21,410",797,"1,065",225,55,"234,526","3,629","8,156","3,410",461,"19,341",797,"1,048",204,62
