"","State","Year","Month","quantity.sum","total_cost.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","State.1","Year.1","Month.1","day.mean","army_clothing_bags_quantity.sum","army_clothing_bags_totalcost.sum"
"168","Arizona",2011,"May",527,444795.86,179,16683.35,331,423011.64,0,0,0,0,0,0,0,0,"Arizona",2011,"May",21.0765027322404,0,0
"174","Arizona",2011,"November",243,3751140.79,2,840000,169,49719.85,0,0,0,0,0,0,0,0,"Arizona",2011,"November",12.8522167487685,0,0
"173","Arizona",2011,"October",473,2592536.25,78,1301425,49,311354.5,50,1774.5,0,0,0,0,0,0,"Arizona",2011,"October",13.7083333333333,0,0
"172","Arizona",2011,"September",191,439164.82,77,13194.34,52,154580.92,50,739.56,0,0,0,0,0,0,"Arizona",2011,"September",20.3125,0,0
"179","Arizona",2012,"April",15648,1822323.1,372,33896.27,123,95232,0,0,0,0,3517,172069.03,58,12345.97,"Arizona",2012,"April",19.0926640926641,0,0
"183","Arizona",2012,"August",7354,1418326.41,564,77827.34,405,354545.8,1600,14896,2,1230,288,14550.2,2087,385976.12,"Arizona",2012,"August",10.4691011235955,0,0
"187","Arizona",2012,"December",3211,874348.9,616,10208.15,60,583533.07,200,1862,3,4193.08,200,552,31,73009.72,"Arizona",2012,"December",14.4385964912281,0,0
"177","Arizona",2012,"February",3616,1717016.46,378,287139.32,248,208251.2,938,20545.08,22,24378.88,34,1689.31,78,183469.95,"Arizona",2012,"February",19.5625,0,0
"176","Arizona",2012,"January",2543,1331095.22,143,43311,128,323304.11,300,2793,12,460.1,233,9869.1,111,850.44,"Arizona",2012,"January",13.8113879003559,0,0
"182","Arizona",2012,"July",12700,6526178.59,134,54639.69,284,1009386.9,168,3739.68,6,70290,540,30280.9,5268,2398404.82,"Arizona",2012,"July",18.063599458728,0,0
"181","Arizona",2012,"June",2602,1483023.02,37,4611.53,118,155293.1,0,0,2,14894,218,11054.04,627,18338.94,"Arizona",2012,"June",17.5595238095238,0,0
"178","Arizona",2012,"March",2698,2643896.07,71,21107.45,260,205458.99,76,124034.8,4,650,31,2609.39,121,1389.81,"Arizona",2012,"March",12.9908256880734,0,0
"180","Arizona",2012,"May",9741,1680457.59,564,78722.86,136,93614.43,1030,12549,9,64679.75,949,42624.49,721,47471.8,"Arizona",2012,"May",15.8290816326531,0,0
"186","Arizona",2012,"November",1868,571524.4,42,3413.34,205,243954.75,100,941,4,8000,187,8875.99,157,6468.4,"Arizona",2012,"November",20,0,0
"185","Arizona",2012,"October",1025,84727.12,40,8174.66,64,59843.01,691,6433.21,0,0,43,1757.61,30,1062.6,"Arizona",2012,"October",13.5901639344262,0,0
"184","Arizona",2012,"September",490,243737.88,15,28088.63,193,115088.2,0,0,0,0,0,0,96,4188.63,"Arizona",2012,"September",7.13636363636364,0,0
"191","Arizona",2013,"April",8575,1199857.06,241,2530.99,163,64368.23,3464,32249.84,0,0,1000,61537,372,34255.19,"Arizona",2013,"April",21.3698630136986,0,0
"195","Arizona",2013,"August",1680,962844.78,3,658862.18,160,72624.79,0,0,2,143.98,226,9912.36,212,46220.64,"Arizona",2013,"August",16.9365079365079,0,0
"199","Arizona",2013,"December",1889,195561.14,294,26785.75,23,79669.2,0,0,0,0,26,3211.52,21,0,"Arizona",2013,"December",12.6185567010309,0,0
"189","Arizona",2013,"February",2775,312944.83,60,21810.37,407,38360.81,448,4170.88,1,532.19,21,1130.87,600,21656.28,"Arizona",2013,"February",13.1666666666667,0,0
"188","Arizona",2013,"January",6312,1028328.1,36,2468.24,152,120110.6,300,2793,3,106475,272,29088.05,463,189178.81,"Arizona",2013,"January",19.7848605577689,0,0
"194","Arizona",2013,"July",1531,363190.87,322,12908.5,136,40276,0,0,3,7558.49,0,0,0,0,"Arizona",2013,"July",15.3378378378378,0,0
"193","Arizona",2013,"June",7356,378841.41,32,4320.34,54,23903.69,2543,23848.94,2,212.32,459,8198.58,2974,133711.12,"Arizona",2013,"June",16.9085714285714,0,0
"190","Arizona",2013,"March",2586,1513057.46,201,2999.36,342,449716.86,312,11046,4,8117.46,51,3006.57,338,30254.11,"Arizona",2013,"March",19.4132841328413,0,0
"192","Arizona",2013,"May",2484,819171.28,51,3063.78,116,179763.87,0,0,1,7595,510,20716.2,1095,56216.31,"Arizona",2013,"May",19.104347826087,0,0
"198","Arizona",2013,"November",6299,1426635.65,475,703724.38,579,422795.92,110,1131.4,8,7248,176,11236.9,2544,39173.8,"Arizona",2013,"November",12.7008797653959,0,0
"197","Arizona",2013,"October",5506,1019736.66,163,662962.3,141,45990.84,0,0,1,0,290,15315.8,3083,18297.22,"Arizona",2013,"October",20.0775862068966,0,0
"196","Arizona",2013,"September",8174,1996403.68,76,1318732.76,114,23954.12,524,39923,3,21512.42,1684,90244.45,656,19993.32,"Arizona",2013,"September",17.2229299363057,0,0
"203","Arizona",2014,"April",5405,379989.16,398,1858.11,75,31968.66,0,0,1,0,202,25908.92,2129,140200.64,"Arizona",2014,"April",13.8684210526316,0,0
"201","Arizona",2014,"February",2956,3086214.18,96,2978572.78,305,53857.66,0,0,0,0,200,13512,99,3158.99,"Arizona",2014,"February",15.8125,0,0
"200","Arizona",2014,"January",1715,268399.42,2,896.44,33,112009.48,0,0,28,26747,176,3211.52,116,4905.88,"Arizona",2014,"January",16.8522727272727,0,0
"202","Arizona",2014,"March",3374,2024414.23,104,1470349.88,233,93357.33,0,0,7,8289.21,741,29180.88,651,36811.85,"Arizona",2014,"March",15.1544117647059,0,0
"3556","Arkansas",2005,"December",350,2005426.71,331,481269.71,17,1451735,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"207","Arkansas",2006,"August",1,92290,0,0,0,0,0,0,0,0,0,0,0,0,"Arkansas",2006,"August",3,0,0
"210","Arkansas",2006,"December",5,757031,0,0,0,0,0,0,0,0,0,0,0,0,"Arkansas",2006,"December",8,0,0
"204","Arkansas",2006,"January",1,499,1,499,0,0,0,0,0,0,0,0,0,0,"Arkansas",2006,"January",10,0,0
"206","Arkansas",2006,"July",96,44637,96,44637,0,0,0,0,0,0,0,0,0,0,"Arkansas",2006,"July",10.96875,0,0
"205","Arkansas",2006,"June",62,210739.71,61,19922.71,0,0,0,0,0,0,0,0,0,0,"Arkansas",2006,"June",29.2903225806452,0,0
"209","Arkansas",2006,"November",27,10585,27,10585,0,0,0,0,0,0,0,0,0,0,"Arkansas",2006,"November",3,0,0
"208","Arkansas",2006,"October",154,253390,153,62573,0,0,0,0,0,0,0,0,0,0,"Arkansas",2006,"October",12.987012987013,0,0
"211","Arkansas",2007,"January",25,8143,25,8143,0,0,0,0,0,0,0,0,0,0,"Arkansas",2007,"January",29,0,0
"212","Arkansas",2007,"July",109,54391,109,54391,0,0,0,0,0,0,0,0,0,0,"Arkansas",2007,"July",27,0,0
"214","Arkansas",2007,"November",11,1188,11,1188,0,0,0,0,0,0,0,0,0,0,"Arkansas",2007,"November",28,0,0
"213","Arkansas",2007,"September",2,276,2,276,0,0,0,0,0,0,0,0,0,0,"Arkansas",2007,"September",12,0,0
"215","Arkansas",2008,"April",33,6755.55,33,6755.55,0,0,0,0,0,0,0,0,0,0,"Arkansas",2008,"April",15,0,0
"216","Arkansas",2008,"May",4,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,"Arkansas",2008,"May",5,0,0
"217","Arkansas",2008,"September",23,2574,23,2574,0,0,0,0,0,0,0,0,0,0,"Arkansas",2008,"September",29.0869565217391,0,0
"219","Arkansas",2009,"April",9,253920.13,6,590.13,0,0,0,0,0,0,0,0,0,0,"Arkansas",2009,"April",10.2222222222222,0,0
"222","Arkansas",2009,"August",25,3757.25,25,3757.25,0,0,0,0,0,0,0,0,0,0,"Arkansas",2009,"August",18,0,0
"218","Arkansas",2009,"February",10,1200,10,1200,0,0,0,0,0,0,0,0,0,0,"Arkansas",2009,"February",25,0,0
"221","Arkansas",2009,"July",60,9017.4,60,9017.4,0,0,0,0,0,0,0,0,0,0,"Arkansas",2009,"July",16,0,0
"220","Arkansas",2009,"May",15,1039.23,15,1039.23,0,0,0,0,0,0,0,0,0,0,"Arkansas",2009,"May",6.93333333333333,0,0
"223","Arkansas",2009,"September",20,3005.8,20,3005.8,0,0,0,0,0,0,0,0,0,0,"Arkansas",2009,"September",4,0,0
"226","Arkansas",2010,"August",6,756,6,756,0,0,0,0,0,0,0,0,0,0,"Arkansas",2010,"August",24,0,0
"229","Arkansas",2010,"December",133,9545.97,133,9545.97,0,0,0,0,0,0,0,0,0,0,"Arkansas",2010,"December",26.609022556391,0,0
"225","Arkansas",2010,"July",77,11870.53,55,3880.53,22,7990,0,0,0,0,0,0,0,0,"Arkansas",2010,"July",11.3552631578947,0,0
"224","Arkansas",2010,"June",5,1640,0,0,5,1640,0,0,0,0,0,0,0,0,"Arkansas",2010,"June",30,0,0
"228","Arkansas",2010,"October",2,2556,2,2556,0,0,0,0,0,0,0,0,0,0,"Arkansas",2010,"October",19,0,0
"227","Arkansas",2010,"September",3,176.13,3,176.13,0,0,0,0,0,0,0,0,0,0,"Arkansas",2010,"September",16,0,0
"233","Arkansas",2011,"April",74,107779.81,70,7779.81,0,0,0,0,0,0,0,0,0,0,"Arkansas",2011,"April",19.1621621621622,0,0
"237","Arkansas",2011,"August",47,203648.85,0,0,21,19825.94,21,195.51,0,0,0,0,0,0,"Arkansas",2011,"August",19.875,0,0
"241","Arkansas",2011,"December",286,237612.82,263,29831.82,4,275,0,0,0,0,0,0,0,0,"Arkansas",2011,"December",10.9558823529412,0,0
"231","Arkansas",2011,"February",14,6798,8,1014,6,5784,0,0,0,0,0,0,0,0,"Arkansas",2011,"February",22.6666666666667,0,0
"230","Arkansas",2011,"January",29,53564.26,21,3549.1,6,1968,0,0,0,0,0,0,0,0,"Arkansas",2011,"January",22.1379310344828,0,0
"236","Arkansas",2011,"July",6,292108.1,0,0,0,0,0,0,0,0,0,0,0,0,"Arkansas",2011,"July",15,0,0
"235","Arkansas",2011,"June",46,79301.94,43,4301.94,0,0,0,0,0,0,0,0,0,0,"Arkansas",2011,"June",21.304347826087,0,0
"232","Arkansas",2011,"March",7,197455,0,0,0,0,0,0,0,0,0,0,0,0,"Arkansas",2011,"March",11.5714285714286,0,0
"234","Arkansas",2011,"May",35,128304.34,13,1314.84,18,7267.5,0,0,0,0,0,0,0,0,"Arkansas",2011,"May",8.5,0,0
"240","Arkansas",2011,"November",4,66529,2,276,0,0,0,0,0,0,0,0,0,0,"Arkansas",2011,"November",11.5,0,0
"239","Arkansas",2011,"October",54,706749,18,580000,32,10496,0,0,0,0,0,0,0,0,"Arkansas",2011,"October",22.4583333333333,0,0
"238","Arkansas",2011,"September",32,180370,25,5370,0,0,0,0,0,0,0,0,0,0,"Arkansas",2011,"September",11.9375,0,0
"245","Arkansas",2012,"April",343,650672.86,196,55485.03,25,8200,0,0,3,21879,20,1101.8,3,30955.47,"Arkansas",2012,"April",17.8451327433628,0,0
"249","Arkansas",2012,"August",461,174712.67,303,78484.4,14,30912,0,0,0,0,0,0,63,38098.69,"Arkansas",2012,"August",13.4023668639053,0,0
"252","Arkansas",2012,"December",47,107563,8,1104,4,2800,0,0,0,0,0,0,0,0,"Arkansas",2012,"December",7,0,0
"243","Arkansas",2012,"February",135,1081074.5,0,0,0,0,0,0,1,7099,40,2494.8,0,0,"Arkansas",2012,"February",11.7818181818182,0,0
"242","Arkansas",2012,"January",145,157557.79,3,414,5,22314.18,0,0,1,5015.15,0,0,0,0,"Arkansas",2012,"January",10,0,0
"248","Arkansas",2012,"July",41,56983.07,0,0,1,2208,0,0,1,5533,0,0,2,921.09,"Arkansas",2012,"July",18.4166666666667,0,0
"247","Arkansas",2012,"June",154,268228.73,45,1156.05,9,8582.14,0,0,1,14611,0,0,12,12200,"Arkansas",2012,"June",24.2105263157895,0,0
"244","Arkansas",2012,"March",379,662032.18,6,154.14,10,3280,20,4600,1,4571,50,2353.14,30,840,"Arkansas",2012,"March",21.9259259259259,0,0
"246","Arkansas",2012,"May",719,479205.68,107,13242.72,5,2800,4,22.2,5,21077.05,38,1264.12,178,35125.22,"Arkansas",2012,"May",18.712,0,0
"251","Arkansas",2012,"November",21,316633,1,138,0,0,10,111,0,0,0,0,1,1000,"Arkansas",2012,"November",9.33333333333333,0,0
"250","Arkansas",2012,"October",18,89035.51,3,336,0,0,0,0,3,7346.22,8,59255.04,0,0,"Arkansas",2012,"October",24,0,0
"256","Arkansas",2013,"April",8,3992,8,3992,0,0,0,0,0,0,0,0,0,0,"Arkansas",2013,"April",4,0,0
"260","Arkansas",2013,"August",404,394176.15,5,6141,3,683.39,0,0,7,12760.35,0,0,0,0,"Arkansas",2013,"August",22.0434782608696,0,0
"264","Arkansas",2013,"December",71,568399.65,7,1187.98,1,3207,0,0,0,0,0,0,0,0,"Arkansas",2013,"December",15.8095238095238,0,0
"254","Arkansas",2013,"February",82,432014.82,0,0,0,0,2,22.2,1,6500,0,0,41,2001.62,"Arkansas",2013,"February",15.7777777777778,0,0
"253","Arkansas",2013,"January",31,835622.48,9,1080,0,0,0,0,1,13921,0,0,0,0,"Arkansas",2013,"January",18.9375,0,0
"259","Arkansas",2013,"July",405,725298.71,15,9750,60,32760,0,0,3,0,0,0,0,0,"Arkansas",2013,"July",22.85,0,0
"258","Arkansas",2013,"June",39,544443.78,0,0,1,1445,0,0,2,13009.98,0,0,0,0,"Arkansas",2013,"June",15.8571428571429,0,0
"255","Arkansas",2013,"March",306,144124.24,219,6920.4,0,0,0,0,1,5990,0,0,26,12686.17,"Arkansas",2013,"March",12.7692307692308,0,0
"257","Arkansas",2013,"May",44,542654.9,3,94.8,30,8696.1,0,0,2,10700,0,0,0,0,"Arkansas",2013,"May",14.4615384615385,0,0
"263","Arkansas",2013,"November",39,353818.42,0,0,1,6034.18,0,0,0,0,0,0,32,2906.24,"Arkansas",2013,"November",6.77777777777778,0,0
"262","Arkansas",2013,"October",5,720815.81,1,658000,0,0,0,0,0,0,0,0,2,1412.06,"Arkansas",2013,"October",12.5,0,0
"261","Arkansas",2013,"September",237,1854424.82,36,629894.9,42,43521.8,0,0,2,0,100,5080,0,0,"Arkansas",2013,"September",14.2777777777778,0,0
"268","Arkansas",2014,"April",156,544534.5,0,0,0,0,0,0,0,0,0,0,0,0,"Arkansas",2014,"April",15,0,0
"266","Arkansas",2014,"February",10,46177,0,0,8,26177,0,0,0,0,0,0,0,0,"Arkansas",2014,"February",10.2,0,0
"265","Arkansas",2014,"January",58,793745.8,10,118.8,32,10496,0,0,0,0,0,0,0,0,"Arkansas",2014,"January",14.8,0,0
"267","Arkansas",2014,"March",13,5351508,12,11508,0,0,0,0,0,0,0,0,0,0,"Arkansas",2014,"March",14,0,0
"3557","California",2005,"December",3583,10055083.98,3338,3491468.72,157,756530.28,0,0,2,106290.3,0,0,0,0,NA,NA,NA,NA,0,0
"271","California",2006,"April",12,4765,0,0,12,4765,0,0,0,0,0,0,0,0,"California",2006,"April",15.625,0,0
"274","California",2006,"August",97,112554.05,27,13473,70,99081.05,0,0,0,0,0,0,0,0,"California",2006,"August",17.4666666666667,0,0
"277","California",2006,"December",2122,945761.76,2122,945761.76,0,0,0,0,0,0,0,0,0,0,"California",2006,"December",24.0730442978322,0,0
"269","California",2006,"January",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,"California",2006,"January",30,0,0
"273","California",2006,"July",381,88980.61,304,87880,77,1100.61,0,0,0,0,0,0,0,0,"California",2006,"July",11.4858934169279,0,0
"272","California",2006,"June",709,353791,709,353791,0,0,0,0,0,0,0,0,0,0,"California",2006,"June",13,0,0
"270","California",2006,"March",597,297903,597,297903,0,0,0,0,0,0,0,0,0,0,"California",2006,"March",17,0,0
"276","California",2006,"November",1,92290,0,0,0,0,0,0,0,0,0,0,0,0,"California",2006,"November",30,0,0
"275","California",2006,"October",1,25000,0,0,0,0,0,0,0,0,0,0,0,0,"California",2006,"October",18,0,0
"281","California",2007,"April",3,105000,0,0,2,0,0,0,0,0,0,0,0,0,"California",2007,"April",21.3333333333333,0,0
"285","California",2007,"August",5,2495,5,2495,0,0,0,0,0,0,0,0,0,0,"California",2007,"August",10,0,0
"289","California",2007,"December",20,10992.5,0,0,20,10992.5,0,0,0,0,0,0,0,0,"California",2007,"December",14.25,0,0
"279","California",2007,"February",366,164350.2,354,158314.2,12,6036,0,0,0,0,0,0,0,0,"California",2007,"February",13.4619718309859,0,0
"278","California",2007,"January",876,425217.39,875,421110.39,1,4107,0,0,0,0,0,0,0,0,"California",2007,"January",7.46004566210046,0,0
"284","California",2007,"July",3,105456,0,0,2,40386,0,0,0,0,0,0,0,0,"California",2007,"July",12,0,0
"283","California",2007,"June",10,843904.4,0,0,8,2598.4,0,0,0,0,0,0,0,0,"California",2007,"June",17.6666666666667,0,0
"280","California",2007,"March",8,250340,5,690,0,0,0,0,0,0,0,0,0,0,"California",2007,"March",13.5,0,0
"282","California",2007,"May",1,0,0,0,1,0,0,0,0,0,0,0,0,0,"California",2007,"May",11,0,0
"288","California",2007,"November",106,131331.7,100,49900,6,81431.7,0,0,0,0,0,0,0,0,"California",2007,"November",26.009900990099,0,0
"287","California",2007,"October",2,130140,0,0,0,0,0,0,0,0,0,0,0,0,"California",2007,"October",19,0,0
"286","California",2007,"September",17,94796.4,0,0,17,94796.4,0,0,0,0,0,0,0,0,"California",2007,"September",18,0,0
"293","California",2008,"April",200,71800,0,0,200,71800,0,0,0,0,0,0,0,0,"California",2008,"April",29,0,0
"296","California",2008,"August",358,2331994.74,42,20958,316,2311036.74,0,0,0,0,0,0,0,0,"California",2008,"August",20.0961538461538,0,0
"300","California",2008,"December",46,1566299.74,4,1996,34,224984.74,0,0,0,0,0,0,0,0,"California",2008,"December",10,0,0
"291","California",2008,"February",16,45399,15,4958,0,0,0,0,0,0,0,0,0,0,"California",2008,"February",27.875,0,0
"290","California",2008,"January",1,244120,1,244120,0,0,0,0,0,0,0,0,0,0,"California",2008,"January",14,0,0
"295","California",2008,"July",6,185298,0,0,2,718,0,0,0,0,0,0,0,0,"California",2008,"July",12.6,0,0
"292","California",2008,"March",138,52026.52,138,52026.52,0,0,0,0,0,0,0,0,0,0,"California",2008,"March",13.8985507246377,0,0
"294","California",2008,"May",401,168600,0,0,400,143600,0,0,0,0,0,0,0,0,"California",2008,"May",19,0,0
"299","California",2008,"November",51,64242,0,0,51,64242,0,0,0,0,0,0,0,0,"California",2008,"November",21.8965517241379,0,0
"298","California",2008,"October",101,3982074.85,29,9778,66,218739.85,0,0,0,0,0,0,0,0,"California",2008,"October",13.4888888888889,0,0
"297","California",2008,"September",390,306273.4,323,133555.36,67,172718.04,0,0,0,0,0,0,0,0,"California",2008,"September",14.0548780487805,0,0
"304","California",2009,"April",136,1132095.39,30,10126.3,69,116406.43,0,0,5,66015.48,3,450.54,0,0,"California",2009,"April",16.1463414634146,0,0
"308","California",2009,"August",273,622872.59,3,675.69,124,332722.81,44,409.64,0,0,0,0,6,4149.6,"California",2009,"August",16.2285714285714,0,0
"312","California",2009,"December",325,121128.12,13,2047.9,46,29604.55,223,4112.13,0,0,0,0,0,0,"California",2009,"December",16.3636363636364,0,0
"302","California",2009,"February",560,108669.71,50,15199.25,43,69860.18,24,101.52,5,6971.65,0,0,0,0,"California",2009,"February",14.1153846153846,0,0
"301","California",2009,"January",606,2268792.14,19,6780,167,108479.09,0,0,0,0,0,0,36,54050.76,"California",2009,"January",16.0612244897959,0,0
"307","California",2009,"July",1660,9811624.08,21,7292.34,1446,755446.19,99,921.69,0,0,40,53.2,0,0,"California",2009,"July",19.6428571428571,0,0
"306","California",2009,"June",1555,885707.1,907,28388,470,821422.72,100,931,0,0,0,0,0,0,"California",2009,"June",16.4893617021277,0,0
"303","California",2009,"March",1079,1149199.66,47,30723.4,311,133013,0,0,25,5132,40,11194.1,0,0,"California",2009,"March",19.1,0,0
"305","California",2009,"May",3650,1279917.48,1005,31077.47,535,1131441.48,2050,19085.5,2,429.54,26,1689.18,0,0,"California",2009,"May",18.6949152542373,0,0
"311","California",2009,"November",1094,558890.42,334,17860.62,98,347998.2,200,1862,34,1275.94,39,2829.75,11,1771,"California",2009,"November",13.3,0,0
"310","California",2009,"October",466,392565.51,76,9491.08,230,233516.34,0,0,0,0,0,0,0,0,"California",2009,"October",15.2054794520548,0,0
"309","California",2009,"September",1395,213731.45,24,4564.52,214,150983.47,0,0,0,0,355,8934.76,0,0,"California",2009,"September",12.75,0,0
"316","California",2010,"April",2038,995514.05,373,48083.01,225,847182.4,1018,9450.28,0,0,0,0,0,0,"California",2010,"April",12.0340909090909,0,0
"320","California",2010,"August",931,1481615.94,234,25296.78,431,1283722.19,0,0,0,0,0,0,0,0,"California",2010,"August",5.16600790513834,0,0
"324","California",2010,"December",1098,2638041.94,798,42058.99,235,243048.36,0,0,0,0,4,190080,7,0,"California",2010,"December",11.9567901234568,0,0
"314","California",2010,"February",381,184974.04,0,0,133,82741.4,0,0,0,0,3,991.1,0,0,"California",2010,"February",15.35,0,0
"313","California",2010,"January",628,245518.03,172,20144.24,57,132954.62,4,4508.08,0,0,0,0,0,0,"California",2010,"January",16.156862745098,0,0
"319","California",2010,"July",816,341831.89,249,30902.8,41,162704.72,0,0,109,78969.09,0,0,0,0,"California",2010,"July",18,0,0
"318","California",2010,"June",156,1316928.15,36,4316.5,36,151582.84,0,0,0,0,0,0,0,0,"California",2010,"June",16,0,0
"315","California",2010,"March",2199,2278067.7,42,4347.44,206,2216605.19,7,557.27,0,0,0,0,0,0,"California",2010,"March",21.037037037037,0,0
"317","California",2010,"May",261,552396.67,20,10150.73,34,151559.36,2,10.82,98,130347.3,0,0,6,2665.68,"California",2010,"May",16.625,0,0
"323","California",2010,"November",987,300443.3,111,1734.2,489,223103.02,101,427.23,0,0,0,0,0,0,"California",2010,"November",14.9024390243902,0,0
"322","California",2010,"October",289,4038150.11,67,47276.8,122,201468.69,0,0,0,0,0,0,0,0,"California",2010,"October",11.1592920353982,0,0
"321","California",2010,"September",331,566711.19,163,8992.08,113,467066.64,0,0,0,0,0,0,0,0,"California",2010,"September",19.6216216216216,0,0
"328","California",2011,"April",1595,915153.2,1070,126440.07,309,743032.21,0,0,0,0,0,0,0,0,"California",2011,"April",16.1225961538462,0,0
"332","California",2011,"August",1166,2458111.09,229,33723.67,747,1870977.94,21,195.51,2,505.58,26,6169.54,0,0,"California",2011,"August",15.7904191616766,0,0
"336","California",2011,"December",1253,896034.18,39,383018.5,588,449891.28,147,1397.97,2,2116,0,0,0,0,"California",2011,"December",18.8014184397163,0,0
"326","California",2011,"February",819,509687.63,35,36126.58,58,184319.98,488,4543.28,5,827.9,0,0,0,0,"California",2011,"February",13.7142857142857,0,0
"325","California",2011,"January",660,1317482.41,160,9489.33,348,1099212.42,0,0,0,0,110,11403.52,0,0,"California",2011,"January",7.81111111111111,0,0
"331","California",2011,"July",1686,132877.04,758,26274.38,76,39506.31,35,325.85,6,2341.94,19,115.44,0,0,"California",2011,"July",14.8405797101449,0,0
"330","California",2011,"June",632,367230.03,48,2000.16,239,198925.92,85,791.35,9,1217.16,0,0,0,0,"California",2011,"June",15.4390243902439,0,0
"327","California",2011,"March",2670,1521265.69,1499,45995.6,654,1439499.5,100,931,0,0,5,5241.1,0,0,"California",2011,"March",11.0814814814815,0,0
"329","California",2011,"May",613,793522,294,26637.67,208,616218.38,7,65.17,0,0,0,0,0,0,"California",2011,"May",14.9579831932773,0,0
"335","California",2011,"November",779,2610905.6,147,1992191.26,159,478818.48,380,3537.8,0,0,0,0,0,0,"California",2011,"November",12.1756756756757,0,0
"334","California",2011,"October",2634,1567872.63,937,1164653.38,160,319852.73,0,0,0,0,7,4375,0,0,"California",2011,"October",14.1944444444444,0,0
"333","California",2011,"September",799,610321.1,50,17886.65,191,160300.86,0,0,0,0,0,0,0,0,"California",2011,"September",16.5679012345679,0,0
"340","California",2012,"April",31792,3399493.78,1673,422957.25,244,170070.81,3699,30440.52,24,40459.28,1665,36887.79,1085,111028.12,"California",2012,"April",18.1489361702128,0,0
"344","California",2012,"August",25311,2931509.57,479,18734.81,173,138238.96,1873,20781.5,38,3522.7,3645,157742.67,402,31559.29,"California",2012,"August",9.21943887775551,0,0
"348","California",2012,"December",8745,1247519.94,919,22372.67,115,334730.77,121,1572,34,28048.12,31,801.54,1451,129250.52,"California",2012,"December",16.1410788381743,0,0
"338","California",2012,"February",29696,4145234.3,947,31802.43,492,1927735.63,50,10953.5,24,54106.57,326,30317.53,10923,176906.46,"California",2012,"February",13.8599562363239,0,0
"337","California",2012,"January",8654,2362467.81,2601,55172.55,355,846396.67,805,8362.7,17,35226.9,194,8604.99,141,35565.3,"California",2012,"January",15.950884086444,0,0
"343","California",2012,"July",42191,6201820.19,1992,29980.72,554,334526.06,150,1612.4,104,119308.74,3696,201564.58,387,52947.63,"California",2012,"July",16.3698543381887,0,0
"342","California",2012,"June",29388,3547821.25,602,42148.7,388,506040.46,8,88.8,45,167921.17,962,151295.42,2089,168310.51,"California",2012,"June",18.0543093270366,0,0
"339","California",2012,"March",27684,2878465.1,572,13863.73,451,250038.83,401,5594.82,76,41051.57,663,42480.06,2035,313617.66,"California",2012,"March",16.1701602959309,0,0
"341","California",2012,"May",23114,2918243.43,432,27654.45,448,184240.83,339,2176.74,104,15962.84,1578,89470.03,660,247078.32,"California",2012,"May",15.6117511520737,0,0
"347","California",2012,"November",9505,1513095.84,488,14574.02,277,457440.4,114,1140,64,160047,172,5027.95,1774,71593.16,"California",2012,"November",16.4044585987261,0,0
"346","California",2012,"October",6605,722963.27,350,15550.72,123,25973.77,505,4728.4,30,78991.05,43,1763.88,318,46320.66,"California",2012,"October",19.4179894179894,0,0
"345","California",2012,"September",1222,8242448.3,76,158197.98,99,12854,0,0,0,0,146,5567.02,197,81456.02,"California",2012,"September",16.8666666666667,0,0
"352","California",2013,"April",15567,2137106.67,336,26136.07,150,568640.62,90,999,14,62247.26,1199,50494.38,2238,233037.49,"California",2013,"April",17.6085106382979,0,0
"356","California",2013,"August",6228,1253557.74,83,3079.59,698,383084.8,18,111,9,27904.91,96,7315.15,530,42961.59,"California",2013,"August",15.3976833976834,0,0
