"","State","Year","Month","quantity.sum","total_cost.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","State.1","Year.1","Month.1","day.mean","army_clothing_bags_quantity.sum","army_clothing_bags_totalcost.sum"
"2800","Tennessee",2008,"September",31,4885.26,31,4885.26,0,0,0,0,0,0,0,0,0,0,"Tennessee",2008,"September",15.4516129032258,0,0
"2807","Tennessee",2009,"April",4,600,4,600,0,0,0,0,0,0,0,0,0,0,"Tennessee",2009,"April",7,0,0
"2811","Tennessee",2009,"August",82,442643.32,14,4196.32,56,18068.3,0,0,2,420000,0,0,0,0,"Tennessee",2009,"August",15.75,0,0
"2815","Tennessee",2009,"December",87,313128,57,266678,25,8200,0,0,0,0,0,0,0,0,"Tennessee",2009,"December",12.8,0,0
"2805","Tennessee",2009,"February",22,60735.3,6,1057.2,15,50678.1,0,0,0,0,0,0,0,0,"Tennessee",2009,"February",13.75,0,0
"2804","Tennessee",2009,"January",10,1380,10,1380,0,0,0,0,0,0,0,0,0,0,"Tennessee",2009,"January",22,0,0
"2810","Tennessee",2009,"July",55,1213926,0,0,45,340260,0,0,4,840000,0,0,0,0,"Tennessee",2009,"July",24.625,0,0
"2809","Tennessee",2009,"June",62,102369.6,0,0,60,36116.6,0,0,0,0,0,0,0,0,"Tennessee",2009,"June",11.2,0,0
"2806","Tennessee",2009,"March",3,414,3,414,0,0,0,0,0,0,0,0,0,0,"Tennessee",2009,"March",31,0,0
"2808","Tennessee",2009,"May",274,22362.26,23,3174,2,656,246,2290.26,0,0,0,0,0,0,"Tennessee",2009,"May",24.9285714285714,0,0
"2814","Tennessee",2009,"November",16,1894633.29,3,1832292,2,13209.05,0,0,0,0,0,0,0,0,"Tennessee",2009,"November",16,0,0
"2813","Tennessee",2009,"October",666,181917.49,43,6345.4,8,140401,600,5586,0,0,5,910.8,0,0,"Tennessee",2009,"October",14.9230769230769,0,0
"2812","Tennessee",2009,"September",148,2317.68,0,0,0,0,0,0,0,0,0,0,0,0,"Tennessee",2009,"September",10,0,0
"2819","Tennessee",2010,"April",196,167905.6,17,4300.06,20,56891.95,91,2175.81,0,0,10,749.7,0,0,"Tennessee",2010,"April",16.8181818181818,0,0
"2823","Tennessee",2010,"August",231,455845.51,137,13865.82,26,15775.2,0,0,0,0,0,0,0,0,"Tennessee",2010,"August",3.62179487179487,0,0
"2826","Tennessee",2010,"December",58,152867.57,40,3894.78,18,148972.79,0,0,0,0,0,0,0,0,"Tennessee",2010,"December",16.4166666666667,0,0
"2817","Tennessee",2010,"February",36,289995.14,6,10179,19,5701.88,0,0,0,0,0,0,0,0,"Tennessee",2010,"February",11.0909090909091,0,0
"2816","Tennessee",2010,"January",154,267894.68,12,2742.28,69,69379.7,0,0,0,0,0,0,0,0,"Tennessee",2010,"January",16.3666666666667,0,0
"2822","Tennessee",2010,"July",112,423618.05,41,54028.95,48,52522.32,0,0,0,0,0,0,0,0,"Tennessee",2010,"July",20.2333333333333,0,0
"2821","Tennessee",2010,"June",61,164205.85,0,0,53,85120.35,0,0,0,0,0,0,0,0,"Tennessee",2010,"June",15.2,0,0
"2818","Tennessee",2010,"March",131,78787.62,97,21716.76,4,54947.9,0,0,3,681,2,199.06,0,0,"Tennessee",2010,"March",6.36,0,0
"2820","Tennessee",2010,"May",156,104538.31,0,0,13,2952,75,315,8,6050.08,0,0,0,0,"Tennessee",2010,"May",12.7,0,0
"2825","Tennessee",2010,"October",3,1171.73,1,138,0,0,0,0,0,0,0,0,0,0,"Tennessee",2010,"October",12.6666666666667,0,0
"2824","Tennessee",2010,"September",23,26025.52,0,0,4,22110,0,0,0,0,0,0,0,0,"Tennessee",2010,"September",16,0,0
"2830","Tennessee",2011,"April",235,452445.84,170,161361.33,38,44606.4,0,0,0,0,0,0,0,0,"Tennessee",2011,"April",6.09554140127389,0,0
"2834","Tennessee",2011,"August",216,698769.12,30,2451.35,155,59458.13,0,0,0,0,0,0,0,0,"Tennessee",2011,"August",12.8666666666667,0,0
"2838","Tennessee",2011,"December",712,1554046.14,197,482052.79,60,552579,100,931,0,0,0,0,0,0,"Tennessee",2011,"December",15.0645161290323,0,0
"2828","Tennessee",2011,"February",199,499832.82,26,8617.21,60,363547.05,100,931,1,30691,4,69604,0,0,"Tennessee",2011,"February",14.0833333333333,0,0
"2827","Tennessee",2011,"January",274,1850062.12,24,1571.82,170,1761788.1,3,27.93,0,0,0,0,50,23196,"Tennessee",2011,"January",17.4268292682927,0,0
"2833","Tennessee",2011,"July",290,443819.95,1,669.24,150,137168.91,0,0,1,271.49,54,21600,0,0,"Tennessee",2011,"July",22.8809523809524,0,0
"2832","Tennessee",2011,"June",65,345288.14,0,0,42,9918.47,0,0,1,23432.17,0,0,0,0,"Tennessee",2011,"June",15.0952380952381,0,0
"2829","Tennessee",2011,"March",192,705340.49,0,0,182,411491.07,0,0,0,0,0,0,0,0,"Tennessee",2011,"March",15.2222222222222,0,0
"2831","Tennessee",2011,"May",181,516849.17,41,2921.67,101,193780.11,0,0,0,0,0,0,0,0,"Tennessee",2011,"May",12.4814814814815,0,0
"2837","Tennessee",2011,"November",591,782475.47,168,24477.77,100,66755.84,20,186.2,9,38213.61,2,2096.44,0,0,"Tennessee",2011,"November",12.1929824561404,0,0
"2836","Tennessee",2011,"October",550,1113135.69,82,11254.66,141,217857.02,7,65.17,1,7248,264,46297.14,0,0,"Tennessee",2011,"October",19.8,0,0
"2835","Tennessee",2011,"September",320,621981.06,211,10538.59,64,37804.05,0,0,5,361.71,0,0,0,0,"Tennessee",2011,"September",14.9787234042553,0,0
"2842","Tennessee",2012,"April",2528,3782297.56,479,106500.08,136,913247.69,109,1014.79,12,235600.95,218,16023.84,146,32873.94,"Tennessee",2012,"April",17.9619450317125,0,0
"2846","Tennessee",2012,"August",791,1786999.68,70,3801.75,60,23941.1,0,0,21,23596.12,1,300,13,174750.95,"Tennessee",2012,"August",9.64615384615385,0,0
"2850","Tennessee",2012,"December",388,1132452.98,20,513.8,55,22581.5,0,0,5,71065.3,0,0,0,0,"Tennessee",2012,"December",14.2238805970149,0,0
"2840","Tennessee",2012,"February",4282,2497603.94,233,67139.74,87,348674.46,105,1038.3,5,49745.15,75,5991.86,77,1877.68,"Tennessee",2012,"February",17.4413407821229,0,0
"2839","Tennessee",2012,"January",1482,2646481,112,10250.62,59,59591.33,0,0,9,138231.8,143,664015.89,247,8143.32,"Tennessee",2012,"January",17.3606557377049,0,0
"2845","Tennessee",2012,"July",2647,4683020.61,69,5992.41,62,246384.13,80,744.8,37,97588.19,230,30290.15,7,185702.21,"Tennessee",2012,"July",14.1364902506964,0,0
"2844","Tennessee",2012,"June",1937,2888392.59,18,6388.2,44,143026.42,25,277.5,8,250082.42,22,11421.57,372,28745.98,"Tennessee",2012,"June",19.3013333333333,0,0
"2841","Tennessee",2012,"March",1818,3091532.52,68,12970.36,209,190387.9,80,26449.34,11,60407.68,89,8111.71,111,27098.57,"Tennessee",2012,"March",12.7222222222222,0,0
"2843","Tennessee",2012,"May",2334,3327418.12,44,6212.84,105,121840.49,25,277.5,8,70938.19,40,7050.87,803,101983.57,"Tennessee",2012,"May",14.7948717948718,0,0
"2849","Tennessee",2012,"November",175,746590.05,0,0,9,5086.99,0,0,2,34039,47,1014.91,2,442.82,"Tennessee",2012,"November",15.1282051282051,0,0
"2848","Tennessee",2012,"October",272,176308.47,10,1380,17,52819.9,0,0,1,3335,5,90.45,0,0,"Tennessee",2012,"October",17.625,0,0
"2847","Tennessee",2012,"September",69,338059.35,12,1476,2,13308.6,0,0,3,9000,0,0,0,0,"Tennessee",2012,"September",19.3,0,0
"2854","Tennessee",2013,"April",347,1300825.36,69,10137.65,6,2218.16,0,0,10,6794.96,0,0,43,11085.83,"Tennessee",2013,"April",16.1688311688312,0,0
"2858","Tennessee",2013,"August",1611,6038706.09,162,3711966.72,1,594.58,0,0,23,466.3,17,549.95,11,1000.64,"Tennessee",2013,"August",16.9815950920245,0,0
"2862","Tennessee",2013,"December",1090,4171416.1,158,8267.17,144,130253.65,0,0,12,118668.6,39,1539.38,19,5741.23,"Tennessee",2013,"December",15.984693877551,0,0
"2852","Tennessee",2013,"February",90,532912.19,29,14113.69,0,0,0,0,0,0,0,0,0,0,"Tennessee",2013,"February",19.4615384615385,0,0
"2851","Tennessee",2013,"January",123,558991.09,0,0,7,1923,0,0,0,0,0,0,2,286.92,"Tennessee",2013,"January",14.1,0,0
"2857","Tennessee",2013,"July",1296,4988116.48,58,2785.4,52,1455060.04,0,0,58,140731.23,8,8280.96,45,19337.41,"Tennessee",2013,"July",12.1373626373626,0,0
"2856","Tennessee",2013,"June",747,1920400.55,6,2994,23,7493.21,0,0,13,337249.02,0,0,123,6187.76,"Tennessee",2013,"June",18.6120689655172,0,0
"2853","Tennessee",2013,"March",638,320041.73,635,221100.73,0,0,0,0,1,30691,0,0,0,0,"Tennessee",2013,"March",13.5282131661442,0,0
"2855","Tennessee",2013,"May",470,1796515.14,0,0,71,9348.8,50,465.5,14,26825.98,0,0,25,5593,"Tennessee",2013,"May",15.6547619047619,0,0
"2861","Tennessee",2013,"November",3630,2235879.74,51,1778.22,32,19217.2,0,0,11,49883.88,11,194.81,7,4021.91,"Tennessee",2013,"November",15.5971223021583,0,0
"2860","Tennessee",2013,"October",2553,3180274.94,10,256.9,172,55104,200,1862,11,152975,90,4696.2,642,61171.92,"Tennessee",2013,"October",14.783950617284,0,0
"2859","Tennessee",2013,"September",2444,5545673.56,93,649822.04,72,99360,650,6767.5,38,326167.94,97,6153.3,129,18176.74,"Tennessee",2013,"September",14.1822033898305,0,0
"2866","Tennessee",2014,"April",3897,3967678.89,15,58156.33,75,31080,151,4413,170,159116.69,168,21033.24,1095,231431.81,"Tennessee",2014,"April",9.40191387559809,0,0
"2864","Tennessee",2014,"February",583,9002943.14,5,3665000,95,113302,0,0,22,72144.77,71,6774.6,1,0,"Tennessee",2014,"February",14.3776223776224,0,0
"2863","Tennessee",2014,"January",1324,4751329.88,12,709.2,127,281288.24,160,1776,7,36082.47,29,1823.94,73,13842.9,"Tennessee",2014,"January",17.1988950276243,0,0
"2865","Tennessee",2014,"March",2026,5429841.03,49,12380.21,152,97639.46,61,1518.96,79,492429.8,10,953.2,55,243784.96,"Tennessee",2014,"March",16.8200836820084,0,0
"3595","Texas",2005,"December",4999,12626076.18,622,1438897.66,283,1395115.28,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"2870","Texas",2006,"April",3,9.24,0,0,3,9.24,0,0,0,0,0,0,0,0,"Texas",2006,"April",19,0,0
"2874","Texas",2006,"August",12,4509.83,5,690,7,3819.83,0,0,0,0,0,0,0,0,"Texas",2006,"August",11.125,0,0
"2877","Texas",2006,"December",148,58613.81,147,48186.71,1,10427.1,0,0,0,0,0,0,0,0,"Texas",2006,"December",12.777027027027,0,0
"2868","Texas",2006,"February",188,73332.47,181,52241.84,7,21090.63,0,0,0,0,0,0,0,0,"Texas",2006,"February",12.5904255319149,0,0
"2867","Texas",2006,"January",168,73389.4,156,69945.84,12,3443.56,0,0,0,0,0,0,0,0,"Texas",2006,"January",28.2767295597484,0,0
"2873","Texas",2006,"July",80,50041.55,77,34416.55,3,15625,0,0,0,0,0,0,0,0,"Texas",2006,"July",25.4375,0,0
"2872","Texas",2006,"June",13,69710,0,0,13,69710,0,0,0,0,0,0,0,0,"Texas",2006,"June",20.9090909090909,0,0
"2869","Texas",2006,"March",43,13034.45,33,5470.65,10,7563.8,0,0,0,0,0,0,0,0,"Texas",2006,"March",19.6744186046512,0,0
"2871","Texas",2006,"May",72,131329.58,55,19229.68,16,112099.9,0,0,0,0,0,0,0,0,"Texas",2006,"May",16.1692307692308,0,0
"2876","Texas",2006,"November",56,56929.34,12,3028,44,53901.34,0,0,0,0,0,0,0,0,"Texas",2006,"November",10.8571428571429,0,0
"2875","Texas",2006,"October",62,186961.72,13,1705.1,49,185256.62,0,0,0,0,0,0,0,0,"Texas",2006,"October",19.3,0,0
"2883","Texas",2007,"August",18,40267,0,0,18,40267,0,0,0,0,0,0,0,0,"Texas",2007,"August",20.25,0,0
"2887","Texas",2007,"December",31,4140,30,4140,1,0,0,0,0,0,0,0,0,0,"Texas",2007,"December",20.2258064516129,0,0
"2879","Texas",2007,"February",5,31667.46,0,0,5,31667.46,0,0,0,0,0,0,0,0,"Texas",2007,"February",23.3333333333333,0,0
"2878","Texas",2007,"January",348,96292.42,346,83042.5,2,13249.92,0,0,0,0,0,0,0,0,"Texas",2007,"January",4.21325648414986,0,0
"2882","Texas",2007,"July",21,27138.33,9,528.39,12,26609.94,0,0,0,0,0,0,0,0,"Texas",2007,"July",13.6666666666667,0,0
"2881","Texas",2007,"June",35,266361,2,150499,33,115862,0,0,0,0,0,0,0,0,"Texas",2007,"June",25.0769230769231,0,0
"2880","Texas",2007,"March",155,32042.75,155,32042.75,0,0,0,0,0,0,0,0,0,0,"Texas",2007,"March",17.4258064516129,0,0
"2886","Texas",2007,"November",37,32052.3,27,3726,10,28326.3,0,0,0,0,0,0,0,0,"Texas",2007,"November",13.8214285714286,0,0
"2885","Texas",2007,"October",45,255820.89,7,3052.71,38,252768.18,0,0,0,0,0,0,0,0,"Texas",2007,"October",12.4,0,0
"2884","Texas",2007,"September",22,37843,20,9980,1,2863,0,0,0,0,0,0,0,0,"Texas",2007,"September",14.1363636363636,0,0
"2890","Texas",2008,"April",113,406968.04,109,28271.04,1,3300,0,0,0,0,0,0,0,0,"Texas",2008,"April",20.9734513274336,0,0
"2894","Texas",2008,"August",53,140894.2,23,3897,30,136997.2,0,0,0,0,0,0,0,0,"Texas",2008,"August",20.04,0,0
"2898","Texas",2008,"December",2,637,2,637,0,0,0,0,0,0,0,0,0,0,"Texas",2008,"December",18.5,0,0
"2888","Texas",2008,"February",4,8200.31,3,414,1,7786.31,0,0,0,0,0,0,0,0,"Texas",2008,"February",17.75,0,0
"2893","Texas",2008,"July",108,36060.91,98,10580.91,10,25480,0,0,0,0,0,0,0,0,"Texas",2008,"July",10.2727272727273,0,0
"2892","Texas",2008,"June",64,1054719.56,2,998,61,131017.56,0,0,0,0,0,0,0,0,"Texas",2008,"June",16.2,0,0
"2889","Texas",2008,"March",36,18753.31,35,10967,1,7786.31,0,0,0,0,0,0,0,0,"Texas",2008,"March",17.8055555555556,0,0
"2891","Texas",2008,"May",92,12416,32,10553,60,1863,0,0,0,0,0,0,0,0,"Texas",2008,"May",19.8787878787879,0,0
"2897","Texas",2008,"November",36,2595.6,36,2595.6,0,0,0,0,0,0,0,0,0,0,"Texas",2008,"November",17,0,0
"2896","Texas",2008,"October",128,15935.54,106,14430.3,22,1505.24,0,0,0,0,0,0,0,0,"Texas",2008,"October",17.1775700934579,0,0
"2895","Texas",2008,"September",32,1318307.81,16,1299.81,0,0,0,0,0,0,0,0,0,0,"Texas",2008,"September",8.8125,0,0
"2902","Texas",2009,"April",232,70145.74,138,21867.8,51,47355,0,0,0,0,0,0,0,0,"Texas",2009,"April",24.3333333333333,0,0
"2906","Texas",2009,"August",252,68521.48,83,18682.55,85,30847.37,0,0,0,0,68,90.44,0,0,"Texas",2009,"August",17.7272727272727,0,0
"2910","Texas",2009,"December",1152,145148.77,358,45847.26,189,73516.63,0,0,0,0,0,0,0,0,"Texas",2009,"December",10.1803278688525,0,0
"2900","Texas",2009,"February",1569,230464.7,168,9434.45,175,72248.5,0,0,0,0,0,0,0,0,"Texas",2009,"February",17.75,0,0
"2899","Texas",2009,"January",282,205957.27,11,606.37,35,27549,0,0,0,0,0,0,0,0,"Texas",2009,"January",15.95,0,0
"2905","Texas",2009,"July",375,397620.15,44,30403.88,180,360885.57,0,0,0,0,0,0,0,0,"Texas",2009,"July",22.6842105263158,0,0
"2904","Texas",2009,"June",424,394505.6,7,2086,227,385050.5,170,1984.1,0,0,0,0,0,0,"Texas",2009,"June",13.0454545454545,0,0
"2901","Texas",2009,"March",537,694880.42,4,2242,177,442220.95,0,0,0,0,0,0,0,0,"Texas",2009,"March",17.8333333333333,0,0
"2903","Texas",2009,"May",208,50263.2,13,3501.05,44,2630.15,0,0,0,0,0,0,0,0,"Texas",2009,"May",14.4285714285714,0,0
"2909","Texas",2009,"November",713,436888.14,558,51530.57,103,87108.76,0,0,7,4807.98,0,0,0,0,"Texas",2009,"November",16.05,0,0
"2908","Texas",2009,"October",1363,1132378.65,570,108764.39,158,245887.9,150,1396.5,3,81092.53,50,326955.5,0,0,"Texas",2009,"October",21.78125,0,0
"2907","Texas",2009,"September",1127,429022.13,153,40792.49,502,177354.4,0,0,0,0,0,0,0,0,"Texas",2009,"September",17.974025974026,0,0
"2914","Texas",2010,"April",419,437213.81,87,7829.01,257,361136.87,0,0,2,702.64,0,0,0,0,"Texas",2010,"April",13.3793103448276,0,0
"2918","Texas",2010,"August",280,1246658.51,109,14393.5,131,1028617.34,0,0,0,0,0,0,0,0,"Texas",2010,"August",13.304347826087,0,0
"2922","Texas",2010,"December",171,96515.54,21,2574,66,30119.64,0,0,0,0,0,0,0,0,"Texas",2010,"December",14.6388888888889,0,0
"2912","Texas",2010,"February",475,100248.65,348,4401.77,114,70490.69,0,0,0,0,0,0,0,0,"Texas",2010,"February",22.112676056338,0,0
"2911","Texas",2010,"January",329,153684.03,8,307.68,22,14596,0,0,0,0,14,4525.8,0,0,"Texas",2010,"January",16.0869565217391,0,0
"2917","Texas",2010,"July",602,475236.01,482,158108.77,102,27138.86,0,0,0,0,0,0,0,0,"Texas",2010,"July",18.9791666666667,0,0
"2916","Texas",2010,"June",216,75916.28,56,7371.22,160,68545.06,0,0,0,0,0,0,0,0,"Texas",2010,"June",24.5,0,0
"2913","Texas",2010,"March",1273,6826385.33,101,28764.44,979,1281406.62,0,0,5,2409.15,6,1092.96,20,9286.2,"Texas",2010,"March",14.6617647058824,0,0
"2915","Texas",2010,"May",587,1060431.96,210,195346.65,264,844829.33,40,169.2,0,0,38,2848.86,0,0,"Texas",2010,"May",16.92,0,0
"2921","Texas",2010,"November",207,169381.37,47,4657.14,136,65038,0,0,0,0,0,0,0,0,"Texas",2010,"November",15.2142857142857,0,0
"2920","Texas",2010,"October",737,237711.37,302,36029.07,276,183034.98,50,465.5,30,2371.8,0,0,0,0,"Texas",2010,"October",24.874213836478,0,0
"2919","Texas",2010,"September",785,456197.05,335,38632.58,210,250362.04,150,1396.5,1,9975,0,0,0,0,"Texas",2010,"September",20.7272727272727,0,0
"2926","Texas",2011,"April",599,842525.32,173,217376.1,201,450686.69,196,1846.86,0,0,0,0,0,0,"Texas",2011,"April",20.0344827586207,0,0
"2930","Texas",2011,"August",261,453413.87,59,5494.02,74,169042.91,0,0,0,0,0,0,0,0,"Texas",2011,"August",17.2058823529412,0,0
"2934","Texas",2011,"December",2506,343859.13,67,9043.77,221,214832.28,1852,17169.88,2,172.84,9,575.06,0,0,"Texas",2011,"December",11.8888888888889,0,0
"2924","Texas",2011,"February",825,443522.12,103,5582.43,252,240610.4,345,4203.75,6,811.44,20,8000,0,0,"Texas",2011,"February",17.3333333333333,0,0
"2923","Texas",2011,"January",490,276770.2,40,1118.86,414,119619.39,25,232.75,0,0,4,854.2,0,0,"Texas",2011,"January",22.125,0,0
"2929","Texas",2011,"July",566,929137.26,40,14956.3,310,566456.32,44,418.44,0,0,0,0,0,0,"Texas",2011,"July",18.8857142857143,0,0
"2928","Texas",2011,"June",419,458614.5,138,56654.67,225,191107.6,20,313,0,0,1,11495,0,0,"Texas",2011,"June",13.969298245614,0,0
"2925","Texas",2011,"March",583,296662.47,53,5697.39,104,151667.36,200,1862,0,0,111,25530,0,0,"Texas",2011,"March",13.3552631578947,0,0
"2927","Texas",2011,"May",300,512900.04,5,817.71,146,466656.85,78,786.39,18,2434.32,28,990.92,0,0,"Texas",2011,"May",13.3265306122449,0,0
"2933","Texas",2011,"November",467,726915.58,51,5469.73,319,258818.89,0,0,3,58269.19,6,1050.72,0,0,"Texas",2011,"November",19.4411764705882,0,0
"2932","Texas",2011,"October",144,800555.25,13,380221.27,94,62486.1,0,0,0,0,0,0,0,0,"Texas",2011,"October",14,0,0
"2931","Texas",2011,"September",468,474261.51,79,22746.3,296,125485.46,0,0,0,0,0,0,0,0,"Texas",2011,"September",16.1923076923077,0,0
"2938","Texas",2012,"April",14882,5550023.45,686,89879.43,332,501563.41,985,17770.24,22,37587.24,584,119039.21,851,197909.16,"Texas",2012,"April",14.5714285714286,0,0
"2942","Texas",2012,"August",11687,4265796.91,877,47666.34,199,494395.94,474,159275.42,14,105876.13,760,40847.38,1387,231432.39,"Texas",2012,"August",12.5740514075887,0,0
"2946","Texas",2012,"December",7252,1947733.25,65,16166.06,234,249903.67,506,4558.3,10,26688.25,371,9553.5,120,40843.7,"Texas",2012,"December",15.6824324324324,0,0
"2936","Texas",2012,"February",41424,5192980.91,467,38935.23,464,699467.5,242,2597.75,17,313649,661,67754.25,23179,261875.8,"Texas",2012,"February",12.7556615017878,0,0
"2935","Texas",2012,"January",16557,3967648.26,146,50953.15,149,152602.49,589,6114.09,14,45737.22,414,21564.63,656,61461.68,"Texas",2012,"January",17.3789004457652,0,0
"2941","Texas",2012,"July",14667,4929902.79,628,90536.63,271,270762.02,49,483.33,75,84967.97,765,194643.37,593,323229.81,"Texas",2012,"July",18.9973214285714,0,0
"2940","Texas",2012,"June",23988,5232329.8,288,40695.35,140,360828.75,304,14923.5,42,23335.03,4516,229840.96,2151,125737.89,"Texas",2012,"June",17.0391236306729,0,0
"2937","Texas",2012,"March",19761,4488975.03,323,54679.54,724,566103.3,25,444.9,51,125465.74,1443,76067.33,2679,485789.14,"Texas",2012,"March",15.2712933753943,0,0
"2939","Texas",2012,"May",30913,4399245.07,575,56619.98,665,231227.65,192,2107,46,187859.79,2444,124451.05,2179,165379.75,"Texas",2012,"May",17.7401500938086,0,0
"2945","Texas",2012,"November",9756,2101692.45,216,6529.9,279,409060.9,279,2755.99,53,109156.09,348,40082.15,170,34610.02,"Texas",2012,"November",19.4833333333333,0,0
"2944","Texas",2012,"October",4600,1224993.64,237,9488.48,208,401817.04,173,1191.08,40,15589.99,10,22050,196,36289.79,"Texas",2012,"October",18.4020618556701,0,0
"2943","Texas",2012,"September",198,422837.2,10,983.55,21,23826.57,0,0,0,0,1,13493,50,500,"Texas",2012,"September",18.4807692307692,0,0
"2950","Texas",2013,"April",20737,3770198.77,913,522027.41,309,779412.71,1854,17750.84,8,151285.96,196,192993.74,1300,124744.94,"Texas",2013,"April",18.6810810810811,0,0
"2954","Texas",2013,"August",21866,4123780.5,771,1889343.43,158,131195.52,126,9428.65,45,222916.71,1126,48774.38,2818,85614.42,"Texas",2013,"August",16.5847457627119,0,0
"2958","Texas",2013,"December",10239,3127696.42,2570,159205.93,487,238627.06,157,1622.86,15,22822.56,738,33306.75,1383,930956.87,"Texas",2013,"December",12.2936344969199,0,0
"2948","Texas",2013,"February",14506,1352149.32,58,2465.1,39,30211.5,363,7084.08,28,1570.56,1495,69441.3,382,49753.32,"Texas",2013,"February",13.6,0,0
"2947","Texas",2013,"January",11561,900750.34,385,62812.34,229,76957.88,1249,12664.04,30,8540.78,159,9015.79,867,130814.05,"Texas",2013,"January",17.1173020527859,0,0
"2953","Texas",2013,"July",15448,1826863.33,112,11513.71,222,82983.84,987,16021.57,39,33686.18,244,27307.88,7883,175044.71,"Texas",2013,"July",14.6099706744868,0,0
"2952","Texas",2013,"June",49322,4028719.32,911,52068,300,1217315.37,41860,409785.4,76,798425.69,1242,58272.29,1289,101686.09,"Texas",2013,"June",16.2620320855615,0,0
"2949","Texas",2013,"March",7837,772980.54,573,42279.96,3,8015,225,2389.2,10,414.2,245,27671.69,448,42606.92,"Texas",2013,"March",21.0374639769452,0,0
"2951","Texas",2013,"May",14858,3776806.14,188,63775.96,349,455589.79,5634,53005.72,18,329291.34,508,22909,1262,161854.97,"Texas",2013,"May",15.9243697478992,0,0
"2957","Texas",2013,"November",4300,2680901.51,566,51090.61,536,1009297.77,55,837.5,4,9658.84,310,15531.07,233,40650.59,"Texas",2013,"November",18.0663507109005,0,0
"2956","Texas",2013,"October",16265,4130612.95,993,1930406.37,455,473308.99,2483,15090.78,60,133294.22,253,22596.35,3772,272907.32,"Texas",2013,"October",10.0660660660661,0,0
