"","State","Year","Month","civil_noninstitutionalpop","laborforce","percentlaborforce","totalemploy","peremploy","totalunemploy","unemployrate"
"23223","Delaware","2012","July",720759,445624,61.8,413453,57.4,32171,7.2
"23224","District of Columbia","2012","July",528147,366121,69.3,333915,63.2,32206,8.8
"23225","Florida","2012","July",15489108,9375654,60.5,8591475,55.5,784179,8.4
"23226","Georgia","2012","July",7495806,4779801,63.8,4352298,58.1,427503,8.9
"23227","Hawaii","2012","July",1064295,645956,60.7,607476,57.1,38480,6
"23228","Idaho","2012","July",1193924,768630,64.4,713677,59.8,54953,7.1
"23229","Illinois","2012","July",9988047,6586697,65.9,5995696,60,591001,9
"23230","Indiana","2012","July",5032693,3160746,62.8,2899529,57.6,261217,8.3
"23231","Iowa","2012","July",2389799,1645790,68.9,1563390,65.4,82400,5
"23232","Kansas","2012","July",2175726,1480926,68.1,1397783,64.2,83143,5.6
"23233","Kentucky","2012","July",3384838,2053253,60.7,1885597,55.7,167656,8.2
"23234","Louisiana","2012","July",3503942,2078453,59.3,1934261,55.2,144192,6.9
"23235","Maine","2012","July",1083127,702480,64.9,649881,60,52599,7.5
"23236","Maryland","2012","July",4605667,3117351,67.7,2902369,63,214982,6.9
"23237","Massachusetts","2012","July",5348230,3483500,65.1,3252756,60.8,230744,6.6
"23238","Michigan","2012","July",7783230,4666036,59.9,4242784,54.5,423252,9.1
"23239","Minnesota","2012","July",4188376,2957134,70.6,2793065,66.7,164069,5.5
"23240","Mississippi","2012","July",2254041,1314125,58.3,1195722,53,118403,9
"23241","Missouri","2012","July",4670753,3008752,64.4,2803881,60,204871,6.8
"23242","Montana","2012","July",792253,506767,64,476362,60.1,30405,6
"23243","Nebraska","2012","July",1413551,1015850,71.9,975857,69,39993,3.9
"23244","Nevada","2012","July",2133512,1376852,64.5,1224214,57.4,152638,11.1
"23245","New Hampshire","2012","July",1066591,741874,69.6,700649,65.7,41225,5.6
"23246","New Jersey","2012","July",6972893,4589332,65.8,4160007,59.7,429325,9.4
"23247","New Mexico","2012","July",1591633,925121,58.1,860571,54.1,64550,7
"23248","New York","2012","July",15594058,9639774,61.8,8816642,56.5,823132,8.5
"23251","North Dakota","2012","July",544846,398096,73.1,386016,70.8,12080,3
"23252","Ohio","2012","July",9023047,5696130,63.1,5284022,58.6,412108,7.2
"23253","Oklahoma","2012","July",2894701,1806027,62.4,1712881,59.2,93146,5.2
"23254","Oregon","2012","July",3100383,1949069,62.9,1778670,57.4,170399,8.7
"23255","Pennsylvania","2012","July",10161998,6477946,63.7,5972272,58.8,505674,7.8
"23256","Rhode Island","2012","July",846076,557814,65.9,500100,59.1,57714,10.3
"23257","South Carolina","2012","July",3658885,2181046,59.6,1982687,54.2,198359,9.1
"23258","South Dakota","2012","July",632895,442771,70,423491,66.9,19280,4.4
"23259","Tennessee","2012","July",5024920,3091741,61.5,2849172,56.7,242569,7.8
"23260","Texas","2012","July",19352400,12683670,65.5,11842833,61.2,840837,6.6
"23261","Utah","2012","July",2029157,1371493,67.6,1299274,64,72219,5.3
"23262","Vermont","2012","July",511416,354962,69.4,337177,65.9,17785,5
"23263","Virginia","2012","July",6329377,4214075,66.6,3962412,62.6,251663,6
"23264","Washington","2012","July",5384208,3468306,64.4,3187205,59.2,281101,8.1
"23265","West Virginia","2012","July",1487324,807985,54.3,746582,50.2,61403,7.6
"23266","Wisconsin","2012","July",4486801,3074048,68.5,2855827,63.6,218221,7.1
"23267","Wyoming","2012","July",444812,307256,69.1,290836,65.4,16420,5.3
"23268","Alabama","2012","August",3748089,2169934,57.9,1994999,53.2,174935,8.1
"23269","Alaska","2012","August",536355,365184,68.1,339491,63.3,25693,7
"23270","Arizona","2012","August",5015888,3020551,60.2,2775736,55.3,244815,8.1
"23271","Arkansas","2012","August",2265631,1335828,59,1235341,54.5,100487,7.5
"23272","California","2012","August",29447502,18525975,62.9,16657927,56.6,1868048,10.1
"23274","Colorado","2012","August",4003291,2753018,68.8,2539646,63.4,213372,7.8
"23275","Connecticut","2012","August",2845721,1881030,66.1,1721402,60.5,159628,8.5
"23276","Delaware","2012","August",721500,445391,61.7,413155,57.3,32236,7.2
"23277","District of Columbia","2012","August",529034,368259,69.6,336159,63.5,32100,8.7
"23278","Florida","2012","August",15509988,9387808,60.5,8612803,55.5,775005,8.3
"23279","Georgia","2012","August",7502640,4779954,63.7,4358242,58.1,421712,8.8
"23280","Hawaii","2012","August",1065161,645644,60.6,608381,57.1,37263,5.8
"23281","Idaho","2012","August",1195378,768946,64.3,714799,59.8,54147,7
"23282","Illinois","2012","August",9992005,6591025,66,6002104,60.1,588921,8.9
"23283","Indiana","2012","August",5036082,3162655,62.8,2901687,57.6,260968,8.3
"23284","Iowa","2012","August",2391400,1645844,68.8,1563585,65.4,82259,5
"23285","Kansas","2012","August",2176677,1481494,68.1,1398827,64.3,82667,5.6
"23286","Kentucky","2012","August",3386949,2055870,60.7,1887984,55.7,167886,8.2
"23287","Louisiana","2012","August",3506269,2078013,59.3,1937410,55.3,140603,6.8
"23288","Maine","2012","August",1083457,702608,64.8,650461,60,52147,7.4
"23289","Maryland","2012","August",4609883,3120053,67.7,2905501,63,214552,6.9
"23290","Massachusetts","2012","August",5353570,3486532,65.1,3255172,60.8,231360,6.6
"23291","Michigan","2012","August",7786979,4669621,60,4248271,54.6,421350,9
"23292","Minnesota","2012","August",4191970,2960033,70.6,2796229,66.7,163804,5.5
"23293","Mississippi","2012","August",2255160,1311168,58.1,1193256,52.9,117912,9
"23294","Missouri","2012","August",4673053,3009225,64.4,2805395,60,203830,6.8
"23295","Montana","2012","August",793035,507323,64,477276,60.2,30047,5.9
"23296","Nebraska","2012","August",1414615,1016964,71.9,976875,69.1,40089,3.9
"23297","Nevada","2012","August",2136618,1377946,64.5,1227428,57.4,150518,10.9
"23298","New Hampshire","2012","August",1067125,742556,69.6,701180,65.7,41376,5.6
"23299","New Jersey","2012","August",6977384,4591192,65.8,4163938,59.7,427254,9.3
"23300","New Mexico","2012","August",1592305,926142,58.2,861644,54.1,64498,7
"23301","New York","2012","August",15604651,9644698,61.8,8832633,56.6,812065,8.4
"23304","North Dakota","2012","August",546202,398917,73,386749,70.8,12168,3.1
"23305","Ohio","2012","August",9026888,5694460,63.1,5285241,58.5,409219,7.2
"23306","Oklahoma","2012","August",2897282,1808191,62.4,1714705,59.2,93486,5.2
"23307","Oregon","2012","August",3103387,1943145,62.6,1774011,57.2,169134,8.7
"23308","Pennsylvania","2012","August",10165343,6483903,63.8,5977176,58.8,506727,7.8
"23309","Rhode Island","2012","August",846358,558065,65.9,501074,59.2,56991,10.2
"23310","South Carolina","2012","August",3662909,2180625,59.5,1986384,54.2,194241,8.9
"23311","South Dakota","2012","August",633653,442992,69.9,423772,66.9,19220,4.3
"23312","Tennessee","2012","August",5029015,3093355,61.5,2852928,56.7,240427,7.8
"23313","Texas","2012","August",19384700,12700437,65.5,11870936,61.2,829501,6.5
"23314","Utah","2012","August",2032739,1373848,67.6,1302622,64.1,71226,5.2
"23315","Vermont","2012","August",511622,354690,69.3,337071,65.9,17619,5
"23316","Virginia","2012","August",6335249,4216904,66.6,3967881,62.6,249023,5.9
"23317","Washington","2012","August",5389972,3465619,64.3,3190132,59.2,275487,7.9
"23318","West Virginia","2012","August",1487356,807682,54.3,746176,50.2,61506,7.6
"23319","Wisconsin","2012","August",4489413,3073483,68.5,2857411,63.6,216072,7
"23320","Wyoming","2012","August",445253,307194,69,290801,65.3,16393,5.3
"23321","Alabama","2012","September",3750275,2168958,57.8,1997251,53.3,171707,7.9
"23322","Alaska","2012","September",536533,365217,68.1,339684,63.3,25533,7
"23323","Arizona","2012","September",5023186,3019807,60.1,2778912,55.3,240895,8
"23324","Arkansas","2012","September",2266887,1330960,58.7,1230958,54.3,100002,7.5
"23325","California","2012","September",29482941,18549062,62.9,16707541,56.7,1841521,9.9
"23327","Colorado","2012","September",4009859,2756624,68.7,2545735,63.5,210889,7.7
"23328","Connecticut","2012","September",2847232,1877782,66,1719516,60.4,158266,8.4
"23329","Delaware","2012","September",722290,445173,61.6,412885,57.2,32288,7.3
"23330","District of Columbia","2012","September",529946,370298,69.9,338145,63.8,32153,8.7
"23331","Florida","2012","September",15531370,9399827,60.5,8634225,55.6,765602,8.1
"23332","Georgia","2012","September",7509618,4780910,63.7,4363428,58.1,417482,8.7
"23333","Hawaii","2012","September",1065930,645519,60.6,609423,57.2,36096,5.6
"23334","Idaho","2012","September",1196886,769204,64.3,715853,59.8,53351,6.9
"23335","Illinois","2012","September",9996379,6595030,66,6006981,60.1,588049,8.9
"23336","Indiana","2012","September",5039716,3166396,62.8,2904906,57.6,261490,8.3
"23337","Iowa","2012","September",2393144,1646467,68.8,1564435,65.4,82032,5
"23338","Kansas","2012","September",2177641,1482464,68.1,1399989,64.3,82475,5.6
"23339","Kentucky","2012","September",3389144,2057624,60.7,1889945,55.8,167679,8.1
"23340","Louisiana","2012","September",3508668,2079051,59.3,1940739,55.3,138312,6.7
"23341","Maine","2012","September",1083860,702815,64.8,651135,60.1,51680,7.4
"23342","Maryland","2012","September",4614155,3122961,67.7,2908807,63,214154,6.9
"23343","Massachusetts","2012","September",5359137,3489184,65.1,3257207,60.8,231977,6.6
"23344","Michigan","2012","September",7791086,4674794,60,4254554,54.6,420240,9
"23345","Minnesota","2012","September",4195788,2962886,70.6,2799813,66.7,163073,5.5
"23346","Mississippi","2012","September",2256318,1307378,57.9,1190280,52.8,117098,9
"23347","Missouri","2012","September",4675419,3010505,64.4,2806932,60,203573,6.8
"23348","Montana","2012","September",793822,507764,64,478130,60.2,29634,5.8
"23349","Nebraska","2012","September",1415716,1018072,71.9,977850,69.1,40222,4
"23350","Nevada","2012","September",2139803,1378921,64.4,1230482,57.5,148439,10.8
"23351","New Hampshire","2012","September",1067697,742871,69.6,701507,65.7,41364,5.6
"23352","New Jersey","2012","September",6982192,4593628,65.8,4168382,59.7,425246,9.3
"23353","New Mexico","2012","September",1593036,927444,58.2,862875,54.2,64569,7
"23354","New York","2012","September",15615953,9651104,61.8,8849547,56.7,801557,8.3
"23357","North Dakota","2012","September",547534,399723,73,387469,70.8,12254,3.1
"23358","Ohio","2012","September",9031144,5695835,63.1,5286742,58.5,409093,7.2
"23359","Oklahoma","2012","September",2899924,1809900,62.4,1716058,59.2,93842,5.2
"23360","Oregon","2012","September",3106546,1937483,62.4,1769434,57,168049,8.7
"23361","Pennsylvania","2012","September",10169098,6488808,63.8,5982112,58.8,506696,7.8
"23362","Rhode Island","2012","September",846633,558245,65.9,502085,59.3,56160,10.1
"23363","South Carolina","2012","September",3667053,2180894,59.5,1990396,54.3,190498,8.7
"23364","South Dakota","2012","September",634473,443175,69.8,424175,66.9,19000,4.3
"23365","Tennessee","2012","September",5033254,3094522,61.5,2855919,56.7,238603,7.7
"23366","Texas","2012","September",19417618,12717822,65.5,11897408,61.3,820414,6.5
"23367","Utah","2012","September",2036416,1376578,67.6,1306077,64.1,70501,5.1
"23368","Vermont","2012","September",511882,354278,69.2,336928,65.8,17350,4.9
"23369","Virginia","2012","September",6341076,4220664,66.6,3974196,62.7,246468,5.8
"23370","Washington","2012","September",5395879,3463367,64.2,3193836,59.2,269531,7.8
"23371","West Virginia","2012","September",1487417,807326,54.3,745960,50.2,61366,7.6
"23372","Wisconsin","2012","September",4492258,3073496,68.4,2859767,63.7,213729,7
"23373","Wyoming","2012","September",445707,307102,68.9,290814,65.2,16288,5.3
"23374","Alabama","2012","October",3752355,2167852,57.8,1999267,53.3,168585,7.8
"23375","Alaska","2012","October",536768,365267,68,339841,63.3,25426,7
"23376","Arizona","2012","October",5030319,3018516,60,2780772,55.3,237744,7.9
"23377","Arkansas","2012","October",2268032,1326210,58.5,1226816,54.1,99394,7.5
"23378","California","2012","October",29517078,18573324,62.9,16754826,56.8,1818498,9.8
"23380","Colorado","2012","October",4016343,2760039,68.7,2551714,63.5,208325,7.5
"23381","Connecticut","2012","October",2848622,1874483,65.8,1718108,60.3,156375,8.3
"23382","Delaware","2012","October",723049,444918,61.5,412597,57.1,32321,7.3
"23383","District of Columbia","2012","October",530820,372080,70.1,339769,64,32311,8.7
"23384","Florida","2012","October",15552206,9409185,60.5,8652885,55.6,756300,8
"23385","Georgia","2012","October",7516510,4781574,63.6,4366955,58.1,414619,8.7
"23386","Hawaii","2012","October",1066793,645446,60.5,610408,57.2,35038,5.4
"23387","Idaho","2012","October",1198337,769330,64.2,716757,59.8,52573,6.8
"23388","Illinois","2012","October",10000432,6597625,66,6007871,60.1,589754,8.9
"23389","Indiana","2012","October",5043096,3170967,62.9,2908044,57.7,262923,8.3
"23390","Iowa","2012","October",2394726,1647584,68.8,1565938,65.4,81646,5
"23391","Kansas","2012","October",2178559,1483531,68.1,1401098,64.3,82433,5.6
"23392","Kentucky","2012","October",3391277,2058408,60.7,1891266,55.8,167142,8.1
"23393","Louisiana","2012","October",3510971,2081984,59.3,1943970,55.4,138014,6.6
"23394","Maine","2012","October",1084192,703118,64.9,651900,60.1,51218,7.3
"23395","Maryland","2012","October",4618405,3125628,67.7,2911791,63,213837,6.8
"23396","Massachusetts","2012","October",5364507,3490733,65.1,3258223,60.7,232510,6.7
"23397","Michigan","2012","October",7794775,4681225,60.1,4261008,54.7,420217,9
"23398","Minnesota","2012","October",4199381,2965329,70.6,2803851,66.8,161478,5.4
"23399","Mississippi","2012","October",2257488,1302702,57.7,1186495,52.6,116207,8.9
"23400","Missouri","2012","October",4677634,3011659,64.4,2808075,60,203584,6.8
"23401","Montana","2012","October",794601,508208,64,478997,60.3,29211,5.7
"23402","Nebraska","2012","October",1416772,1019016,71.9,978726,69.1,40290,4
"23403","Nevada","2012","October",2142892,1379754,64.4,1233233,57.5,146521,10.6
"23404","New Hampshire","2012","October",1068250,742856,69.5,701645,65.7,41211,5.5
"23405","New Jersey","2012","October",6986619,4595023,65.8,4172148,59.7,422875,9.2
"23406","New Mexico","2012","October",1593698,928508,58.3,863851,54.2,64657,7
"23407","New York","2012","October",15626386,9656427,61.8,8863671,56.7,792756,8.2
"23410","North Dakota","2012","October",548911,400561,73,388249,70.7,12312,3.1
"23411","Ohio","2012","October",9034922,5699282,63.1,5287369,58.5,411913,7.2
"23412","Oklahoma","2012","October",2902528,1810788,62.4,1716561,59.1,94227,5.2
"23413","Oregon","2012","October",3109533,1931946,62.1,1764972,56.8,166974,8.6
"23414","Pennsylvania","2012","October",10172391,6491305,63.8,5985581,58.8,505724,7.8
"23415","Rhode Island","2012","October",846924,558213,65.9,503013,59.4,55200,9.9
"23416","South Carolina","2012","October",3671268,2181807,59.4,1994258,54.3,187549,8.6
"23417","South Dakota","2012","October",635230,443352,69.8,424721,66.9,18631,4.2
"23418","Tennessee","2012","October",5037362,3094766,61.4,2856762,56.7,238004,7.7
"23419","Texas","2012","October",19449862,12735565,65.5,11920259,61.3,815306,6.4
"23420","Utah","2012","October",2039994,1379682,67.6,1309777,64.2,69905,5.1
"23421","Vermont","2012","October",512095,353750,69.1,336733,65.8,17017,4.8
"23422","Virginia","2012","October",6347176,4223941,66.5,3979652,62.7,244289,5.8
"23423","Washington","2012","October",5401625,3461568,64.1,3197705,59.2,263863,7.6
"23424","West Virginia","2012","October",1487458,806889,54.2,745909,50.1,60980,7.6
"23425","Wisconsin","2012","October",4494880,3074210,68.4,2862416,63.7,211794,6.9
"23426","Wyoming","2012","October",446190,306969,68.8,290866,65.2,16103,5.2
"23427","Alabama","2012","November",3754244,2166769,57.7,2000741,53.3,166028,7.7
"23428","Alaska","2012","November",537116,365261,68,339918,63.3,25343,6.9
"23429","Arizona","2012","November",5037171,3016834,59.9,2781196,55.2,235638,7.8
"23430","Arkansas","2012","November",2269017,1321893,58.3,1223161,53.9,98732,7.5
"23431","California","2012","November",29551492,18595656,62.9,16797167,56.8,1798489,9.7
"23433","Colorado","2012","November",4022807,2762773,68.7,2557147,63.6,205626,7.4
"23434","Connecticut","2012","November",2849833,1871102,65.7,1716860,60.2,154242,8.2
"23435","Delaware","2012","November",723762,444566,61.4,412246,57,32320,7.3
"23436","District of Columbia","2012","November",531626,373493,70.3,340994,64.1,32499,8.7
"23437","Florida","2012","November",15572040,9414404,60.5,8667436,55.7,746968,7.9
"23438","Georgia","2012","November",7523702,4781014,63.5,4368461,58.1,412553,8.6
"23439","Hawaii","2012","November",1068004,645313,60.4,611192,57.2,34121,5.3
"23440","Idaho","2012","November",1199716,769301,64.1,717473,59.8,51828,6.7
"23441","Illinois","2012","November",10004173,6597844,66,6003749,60,594095,9
"23442","Indiana","2012","November",5046053,3175703,62.9,2910837,57.7,264866,8.3
"23443","Iowa","2012","November",2396089,1649323,68.8,1568004,65.4,81319,4.9
"23444","Kansas","2012","November",2179458,1484489,68.1,1402100,64.3,82389,5.5
"23445","Kentucky","2012","November",3393306,2058441,60.7,1891883,55.8,166558,8.1
"23446","Louisiana","2012","November",3513084,2086560,59.4,1946756,55.4,139804,6.7
"23447","Maine","2012","November",1084427,703554,64.9,652775,60.2,50779,7.2
"23448","Maryland","2012","November",4622357,3127808,67.7,2914189,63,213619,6.8
"23449","Massachusetts","2012","November",5369409,3491123,65,3258023,60.7,233100,6.7
"23450","Michigan","2012","November",7797815,4688408,60.1,4267408,54.7,421000,9
"23451","Minnesota","2012","November",4202594,2967233,70.6,2807969,66.8,159264,5.4
"23452","Mississippi","2012","November",2258549,1297428,57.4,1181949,52.3,115479,8.9
"23453","Missouri","2012","November",4679641,3012144,64.4,2808798,60,203346,6.8
"23454","Montana","2012","November",795324,508745,64,479914,60.3,28831,5.7
"23455","Nebraska","2012","November",1417729,1019669,71.9,979410,69.1,40259,3.9
"23456","Nevada","2012","November",2145916,1380410,64.3,1235632,57.6,144778,10.5
"23457","New Hampshire","2012","November",1068739,742622,69.5,701643,65.7,40979,5.5
"23458","New Jersey","2012","November",6990590,4593931,65.7,4174596,59.7,419335,9.1
"23459","New Mexico","2012","November",1594357,928918,58.3,864274,54.2,64644,7
"23460","New York","2012","November",15635796,9659199,61.8,8873366,56.8,785833,8.1
"23463","North Dakota","2012","November",550233,401460,73,389109,70.7,12351,3.1
"23464","Ohio","2012","November",9037918,5703466,63.1,5286681,58.5,416785,7.3
"23465","Oklahoma","2012","November",2905083,1810752,62.3,1716090,59.1,94662,5.2
"23466","Oregon","2012","November",3112220,1926414,61.9,1760754,56.6,165660,8.6
"23467","Pennsylvania","2012","November",10174581,6490749,63.8,5986791,58.8,503958,7.8
"23468","Rhode Island","2012","November",847155,557953,65.9,503771,59.5,54182,9.7
"23469","South Carolina","2012","November",3675767,2183135,59.4,1997646,54.3,185489,8.5
"23470","South Dakota","2012","November",635987,443499,69.7,425298,66.9,18201,4.1
"23471","Tennessee","2012","November",5041201,3093860,61.4,2854746,56.6,239114,7.7
"23472","Texas","2012","November",19482371,12753831,65.5,11939155,61.3,814676,6.4
"23473","Utah","2012","November",2043468,1383052,67.7,1313753,64.3,69299,5
"23474","Vermont","2012","November",512266,353193,68.9,336519,65.7,16674,4.7
"23475","Virginia","2012","November",6353486,4225973,66.5,3983289,62.7,242684,5.7
"23476","Washington","2012","November",5407356,3460327,64,3201246,59.2,259081,7.5
"23477","West Virginia","2012","November",1487290,806283,54.2,745974,50.2,60309,7.5
"23478","Wisconsin","2012","November",4497149,3075852,68.4,2864789,63.7,211063,6.9
"23479","Wyoming","2012","November",446612,306818,68.7,290937,65.1,15881,5.2
"23480","Alabama","2012","December",3755899,2165648,57.7,2001656,53.3,163992,7.6
"23481","Alaska","2012","December",537402,365173,68,339908,63.3,25265,6.9
"23482","Arizona","2012","December",5043653,3015258,59.8,2780783,55.1,234475,7.8
"23483","Arkansas","2012","December",2269877,1318364,58.1,1220257,53.8,98107,7.4
"23484","California","2012","December",29583570,18613211,62.9,16834376,56.9,1778835,9.6
"23486","Colorado","2012","December",4028954,2764602,68.6,2561912,63.6,202690,7.3
"23487","Connecticut","2012","December",2850852,1867857,65.5,1715701,60.2,152156,8.1
"23488","Delaware","2012","December",724422,444073,61.3,411815,56.8,32258,7.3
"23489","District of Columbia","2012","December",532441,374503,70.3,341852,64.2,32651,8.7
"23490","Florida","2012","December",15590682,9415471,60.4,8678497,55.7,736974,7.8
"23491","Georgia","2012","December",7530379,4778602,63.5,4368223,58,410379,8.6
"23492","Hawaii","2012","December",1069048,645121,60.3,611754,57.2,33367,5.2
"23493","Idaho","2012","December",1201029,769175,64,718051,59.8,51124,6.6
"23494","Illinois","2012","December",10007163,6594911,65.9,5995641,59.9,599270,9.1
"23495","Indiana","2012","December",5048675,3179968,63,2913564,57.7,266404,8.4
"23496","Iowa","2012","December",2397288,1651736,68.9,1570570,65.5,81166,4.9
"23497","Kansas","2012","December",2180215,1485189,68.1,1402975,64.4,82214,5.5
"23498","Kentucky","2012","December",3395076,2058002,60.6,1891858,55.7,166144,8.1
"23499","Louisiana","2012","December",3515023,2091776,59.5,1948820,55.4,142956,6.8
"23500","Maine","2012","December",1084614,704150,64.9,653799,60.3,50351,7.2
"23501","Maryland","2012","December",4626101,3129298,67.6,2915975,63,213323,6.8
"23502","Massachusetts","2012","December",5373943,3490850,65,3257067,60.6,233783,6.7
"23503","Michigan","2012","December",7800381,4695711,60.2,4274247,54.8,421464,9
"23504","Minnesota","2012","December",4205552,2968625,70.6,2811807,66.9,156818,5.3
"23505","Mississippi","2012","December",2259504,1291949,57.2,1176980,52.1,114969,8.9
"23506","Missouri","2012","December",4681339,3012007,64.3,2809332,60,202675,6.7
"23507","Montana","2012","December",795991,509406,64,480893,60.4,28513,5.6
"23508","Nebraska","2012","December",1418608,1020001,71.9,979881,69.1,40120,3.9
"23509","Nevada","2012","December",2148729,1380839,64.3,1237708,57.6,143131,10.4
"23510","New Hampshire","2012","December",1069148,742346,69.4,701664,65.6,40682,5.5
"23511","New Jersey","2012","December",6994064,4589401,65.6,4175627,59.7,413774,9
"23512","New Mexico","2012","December",1594899,928635,58.2,864165,54.2,64470,6.9
"23513","New York","2012","December",15644210,9658975,61.7,8879480,56.8,779495,8.1
"23516","North Dakota","2012","December",551519,402413,73,390035,70.7,12378,3.1
"23517","Ohio","2012","December",9040322,5707635,63.1,5285564,58.5,422071,7.4
"23518","Oklahoma","2012","December",2907398,1810037,62.3,1714910,59,95127,5.3
"23519","Oregon","2012","December",3114749,1920995,61.7,1757089,56.4,163906,8.5
"23520","Pennsylvania","2012","December",10176223,6487184,63.7,5986323,58.8,500861,7.7
"23521","Rhode Island","2012","December",847319,557506,65.8,504296,59.5,53210,9.5
"23522","South Carolina","2012","December",3679945,2184475,59.4,2000500,54.4,183975,8.4
"23523","South Dakota","2012","December",636672,443603,69.7,425811,66.9,17792,4
"23524","Tennessee","2012","December",5044696,3091672,61.3,2850109,56.5,241563,7.8
"23525","Texas","2012","December",19513265,12772528,65.5,11955536,61.3,816992,6.4
"23526","Utah","2012","December",2046804,1386449,67.7,1317900,64.4,68549,4.9
"23527","Vermont","2012","December",512418,352674,68.8,336326,65.6,16348,4.6
"23528","Virginia","2012","December",6359217,4226598,66.5,3985085,62.7,241513,5.7
"23529","Washington","2012","December",5412656,3459576,63.9,3204228,59.2,255348,7.4
"23530","West Virginia","2012","December",1487099,805304,54.2,746064,50.2,59240,7.4
"23531","Wisconsin","2012","December",4499070,3078156,68.4,2866674,63.7,211482,6.9
"23532","Wyoming","2012","December",447004,306664,68.6,291008,65.1,15656,5.1
"23533","Alabama","2013","January",3757390,2164118,57.6,2002159,53.3,161959,7.5
"23534","Alaska","2013","January",537720,365021,67.9,339827,63.2,25194,6.9
"23535","Arizona","2013","January",5049946,3014289,59.7,2780411,55.1,233878,7.8
"23536","Arkansas","2013","January",2270602,1315661,57.9,1218053,53.6,97608,7.4
"23537","California","2013","January",29614959,18624362,62.9,16866520,57,1757842,9.4
"23539","Colorado","2013","January",4034885,2765687,68.5,2566065,63.6,199622,7.2
"23540","Connecticut","2013","January",2851729,1865095,65.4,1714784,60.1,150311,8.1
"23541","Delaware","2013","January",725101,443438,61.2,411319,56.7,32119,7.2
"23542","District of Columbia","2013","January",533240,375075,70.3,342347,64.2,32728,8.7
"23543","Florida","2013","January",15608632,9413545,60.3,8687417,55.7,726128,7.7
"23544","Georgia","2013","January",7536997,4774376,63.3,4366672,57.9,407704,8.5
"23545","Hawaii","2013","January",1070032,644957,60.3,612209,57.2,32748,5.1
"23546","Idaho","2013","January",1202260,769041,64,718576,59.8,50465,6.6
"23547","Illinois","2013","January",10009927,6588978,65.8,5985535,59.8,603443,9.2
"23548","Indiana","2013","January",5050960,3183212,63,2916481,57.7,266731,8.4
"23549","Iowa","2013","January",2398337,1654721,69,1573536,65.6,81185,4.9
"23550","Kansas","2013","January",2180829,1485501,68.1,1403645,64.4,81856,5.5
"23551","Kentucky","2013","January",3396635,2057307,60.6,1891191,55.7,166116,8.1
"23552","Louisiana","2013","January",3516716,2096472,59.6,1950172,55.5,146300,7
"23553","Maine","2013","January",1084720,704851,65,654962,60.4,49889,7.1
"23554","Maryland","2013","January",4629574,3130018,67.6,2917132,63,212886,6.8
"23555","Massachusetts","2013","January",5378247,3490927,64.9,3256205,60.5,234722,6.7
"23556","Michigan","2013","January",7802517,4702678,60.3,4282089,54.9,420589,8.9
"23557","Minnesota","2013","January",4208272,2969635,70.6,2815276,66.9,154359,5.2
"23558","Mississippi","2013","January",2260344,1286677,56.9,1172083,51.9,114594,8.9
"23559","Missouri","2013","January",4682833,3011493,64.3,2809822,60,201671,6.7
"23560","Montana","2013","January",796635,510172,64,481901,60.5,28271,5.5
"23561","Nebraska","2013","January",1419365,1020082,71.9,980174,69.1,39908,3.9
"23562","Nevada","2013","January",2151465,1381096,64.2,1239572,57.6,141524,10.2
"23563","New Hampshire","2013","January",1069492,742131,69.4,701841,65.6,40290,5.4
"23564","New Jersey","2013","January",6997253,4581733,65.5,4175123,59.7,406610,8.9
"23565","New Mexico","2013","January",1595336,927699,58.2,863598,54.1,64101,6.9
"23566","New York","2013","January",15651972,9656067,61.7,8883778,56.8,772289,8
"23569","North Dakota","2013","January",552761,403391,73,391006,70.7,12385,3.1
"23570","Ohio","2013","January",9042212,5711581,63.2,5284953,58.4,426628,7.5
"23571","Oklahoma","2013","January",2909628,1809070,62.2,1713468,58.9,95602,5.3
"23572","Oregon","2013","January",3117058,1916020,61.5,1754301,56.3,161719,8.4
"23573","Pennsylvania","2013","January",10177213,6481028,63.7,5985054,58.8,495974,7.7
"23574","Rhode Island","2013","January",847398,556967,65.7,504583,59.5,52384,9.4
"23575","South Carolina","2013","January",3684210,2185454,59.3,2002910,54.4,182544,8.4
"23576","South Dakota","2013","January",637340,443692,69.6,426242,66.9,17450,3.9
"23577","Tennessee","2013","January",5047886,3088157,61.2,2843767,56.3,244390,7.9
"23578","Texas","2013","January",19543694,12791153,65.4,11971404,61.3,819749,6.4
"23579","Utah","2013","January",2050003,1389664,67.8,1322031,64.5,67633,4.9
"23580","Vermont","2013","January",512531,352234,68.7,336165,65.6,16069,4.6
"23581","Virginia","2013","January",6364499,4226026,66.4,3985387,62.6,240639,5.7
"23582","Washington","2013","January",5417579,3459153,63.9,3206630,59.2,252523,7.3
"23583","West Virginia","2013","January",1486779,803857,54.1,746074,50.2,57783,7.2
"23584","Wisconsin","2013","January",4500729,3080538,68.4,2868261,63.7,212277,6.9
"23585","Wyoming","2013","January",447358,306530,68.5,291100,65.1,15430,5
"23586","Alabama","2013","February",3758371,2161895,57.5,2002536,53.3,159359,7.4
"23587","Alaska","2013","February",537874,364855,67.8,339718,63.2,25137,6.9
"23588","Arizona","2013","February",5055489,3014373,59.6,2781137,55,233236,7.7
"23589","Arkansas","2013","February",2270967,1313722,57.8,1216474,53.6,97248,7.4
"23590","California","2013","February",29642378,18630565,62.9,16895234,57,1735331,9.3
